"X1","X2","n","Sample_real","quantile_99_9","real_n"
460,"aac6I123",2,"V_cholera_2",11.3437589734004,NA
460,"aadA57",8,"V_cholera_2",23.5136927375065,NA
460,"mcr64",7,"V_cholera_2",89.7884189932358,NA
460,"yjaA12",41,"V_cholera_2",194.115628268021,NA
460,"stx1301",41,"V_cholera_2",383.16671651034,NA
460,"tetB43",25,"V_cholera_2",186.174284143104,NA
460,"dfrA1",2,"V_cholera_2",171.576934043566,NA
460,"ipaH321",7,"V_cholera_2",21.2616862461866,NA
460,"trpA354",14,"V_cholera_2",134.062059371692,NA
460,"mphA18",2,"V_cholera_2",17.0702477702863,NA
460,"aggR11",2,"V_cholera_2",41.2496354721484,NA
460,"Tsp19",7,"V_cholera_2",21.8678047948649,NA
460,"aadA1",2,"V_cholera_2",14.1571352863536,NA
460,"aac6I6",4,"V_cholera_2",24.2770971057034,NA
460,"astA13",3,"V_cholera_2",10.8982949359371,NA
460,"qnrS1",1,"V_cholera_2",7.41224995740564,NA
460,"aac3II63",1,"V_cholera_2",3.768131939875,NA
460,"ermB1",1,"V_cholera_2",9.18421024727134,NA
460,"aaiC17",1,"V_cholera_2",20.0162425863696,NA
460,"eae111",1,"V_cholera_2",23.7304952007239,NA
461,"dfrA15",5320,"Kp_S100_1",45044.3140768821,NA
461,"aph6I29",525,"Kp_S100_1",1564.71149082057,NA
461,"bfpA82",122,"Kp_S100_1",1344.94106231646,NA
461,"ipaH921",132,"Kp_S100_1",892.457127114583,NA
461,"dfrA243",246,"Kp_S100_1",3059.13029908572,NA
461,"qnrB7",650,"Kp_S100_1",3932.28470087176,NA
461,"dfrA369",171,"Kp_S100_1",8679.36043701556,NA
461,"gadph195",369,"Kp_S100_1",105.058327370762,263.941672629238
461,"sul22",27,"Kp_S100_1",234.331413109493,NA
461,"uidA616",10,"Kp_S100_1",51.0816207588305,NA
461,"dfrA58",95,"Kp_S100_1",570.011106605434,NA
461,"trpA354",8,"Kp_S100_1",134.062059371692,NA
461,"sul336",59,"Kp_S100_1",651.156032356883,NA
461,"tetB43",27,"Kp_S100_1",186.174284143104,NA
461,"tetA13",69,"Kp_S100_1",179.496739852089,NA
461,"sul15",108,"Kp_S100_1",406.852140513735,NA
461,"eae6271",26,"Kp_S100_1",513.949347429163,NA
461,"invE132",72,"Kp_S100_1",1873.07522286973,NA
461,"ant2Ia1",27,"Kp_S100_1",225.708178159779,NA
461,"mcr28",50,"Kp_S100_1",3302.48592248652,NA
461,"aac3VI23",22,"Kp_S100_1",43.3275644759138,NA
461,"Tsp19",4,"Kp_S100_1",21.8678047948649,NA
461,"aadA57",4,"Kp_S100_1",23.5136927375065,NA
461,"stx1301",27,"Kp_S100_1",383.16671651034,NA
461,"aadA1",3,"Kp_S100_1",14.1571352863536,NA
461,"chuA24",10,"Kp_S100_1",120.880769045547,NA
461,"yjaA12",13,"Kp_S100_1",194.115628268021,NA
461,"stx23291",11,"Kp_S100_1",78.4426543581793,NA
461,"mphA18",4,"Kp_S100_1",17.0702477702863,NA
461,"eltA73",6,"Kp_S100_1",100.946481015484,NA
461,"ipaH321",7,"Kp_S100_1",21.2616862461866,NA
461,"aac6I123",2,"Kp_S100_1",11.3437589734004,NA
461,"dfrA1",9,"Kp_S100_1",171.576934043566,NA
461,"stx11581",2,"Kp_S100_1",41.8241822416477,NA
461,"stx2181",3,"Kp_S100_1",28.4620161784287,NA
461,"aap223",1,"Kp_S100_1",2.87320121980796,NA
461,"aac3II63",1,"Kp_S100_1",3.768131939875,NA
461,"mcr64",3,"Kp_S100_1",89.7884189932358,NA
461,"aaiC47",1,"Kp_S100_1",13.6202465566286,NA
461,"qnrS1",2,"Kp_S100_1",7.41224995740564,NA
462,"aadA57",5,"Kp_S100_2",23.5136927375065,NA
462,"dfrA15",4314,"Kp_S100_2",45044.3140768821,NA
462,"sul15",85,"Kp_S100_2",406.852140513735,NA
462,"gadph195",404,"Kp_S100_2",105.058327370762,298.941672629238
462,"mcr28",34,"Kp_S100_2",3302.48592248652,NA
462,"qnrB7",555,"Kp_S100_2",3932.28470087176,NA
462,"dfrA369",130,"Kp_S100_2",8679.36043701556,NA
462,"tetA13",64,"Kp_S100_2",179.496739852089,NA
462,"dfrA58",85,"Kp_S100_2",570.011106605434,NA
462,"dfrA243",186,"Kp_S100_2",3059.13029908572,NA
462,"sul336",46,"Kp_S100_2",651.156032356883,NA
462,"aph6I29",442,"Kp_S100_2",1564.71149082057,NA
462,"ipaH921",110,"Kp_S100_2",892.457127114583,NA
462,"invE132",70,"Kp_S100_2",1873.07522286973,NA
462,"eae6271",20,"Kp_S100_2",513.949347429163,NA
462,"bfpA82",77,"Kp_S100_2",1344.94106231646,NA
462,"stx23291",9,"Kp_S100_2",78.4426543581793,NA
462,"ant2Ia1",24,"Kp_S100_2",225.708178159779,NA
462,"aac3VI23",15,"Kp_S100_2",43.3275644759138,NA
462,"yjaA12",13,"Kp_S100_2",194.115628268021,NA
462,"sul22",15,"Kp_S100_2",234.331413109493,NA
462,"chuA24",18,"Kp_S100_2",120.880769045547,NA
462,"aatA12314",1,"Kp_S100_2",3.3721961330149,NA
462,"tetB43",14,"Kp_S100_2",186.174284143104,NA
462,"stx1301",19,"Kp_S100_2",383.16671651034,NA
462,"uidA616",4,"Kp_S100_2",51.0816207588305,NA
462,"eltA73",8,"Kp_S100_2",100.946481015484,NA
462,"astA13",2,"Kp_S100_2",10.8982949359371,NA
462,"aac6I123",1,"Kp_S100_2",11.3437589734004,NA
462,"dfrA1",1,"Kp_S100_2",171.576934043566,NA
462,"Tsp19",2,"Kp_S100_2",21.8678047948649,NA
462,"aac6I6",1,"Kp_S100_2",24.2770971057034,NA
462,"mcr64",1,"Kp_S100_2",89.7884189932358,NA
462,"aac3II63",1,"Kp_S100_2",3.768131939875,NA
462,"trpA354",4,"Kp_S100_2",134.062059371692,NA
462,"mphA18",1,"Kp_S100_2",17.0702477702863,NA
462,"aadA1",1,"Kp_S100_2",14.1571352863536,NA
463,"dfrA15",5434,"20231211_mrsa_alt1_1",45044.3140768821,NA
463,"qnrB7",596,"20231211_mrsa_alt1_1",3932.28470087176,NA
463,"dfrA243",355,"20231211_mrsa_alt1_1",3059.13029908572,NA
463,"ipaH921",160,"20231211_mrsa_alt1_1",892.457127114583,NA
463,"bfpA82",120,"20231211_mrsa_alt1_1",1344.94106231646,NA
463,"chuA24",16,"20231211_mrsa_alt1_1",120.880769045547,NA
463,"ipaH321",6,"20231211_mrsa_alt1_1",21.2616862461866,NA
463,"aph6I29",421,"20231211_mrsa_alt1_1",1564.71149082057,NA
463,"yjaA12",19,"20231211_mrsa_alt1_1",194.115628268021,NA
463,"dfrA369",150,"20231211_mrsa_alt1_1",8679.36043701556,NA
463,"sul15",85,"20231211_mrsa_alt1_1",406.852140513735,NA
463,"sul336",60,"20231211_mrsa_alt1_1",651.156032356883,NA
463,"invE132",93,"20231211_mrsa_alt1_1",1873.07522286973,NA
463,"dfrA58",139,"20231211_mrsa_alt1_1",570.011106605434,NA
463,"ant2Ia1",40,"20231211_mrsa_alt1_1",225.708178159779,NA
463,"eae6271",33,"20231211_mrsa_alt1_1",513.949347429163,NA
463,"tetA13",76,"20231211_mrsa_alt1_1",179.496739852089,NA
463,"aac6I6",4,"20231211_mrsa_alt1_1",24.2770971057034,NA
463,"aadA57",6,"20231211_mrsa_alt1_1",23.5136927375065,NA
463,"eltA73",12,"20231211_mrsa_alt1_1",100.946481015484,NA
463,"stx1301",26,"20231211_mrsa_alt1_1",383.16671651034,NA
463,"mcr28",80,"20231211_mrsa_alt1_1",3302.48592248652,NA
463,"gadph195",22,"20231211_mrsa_alt1_1",105.058327370762,NA
463,"tetB43",33,"20231211_mrsa_alt1_1",186.174284143104,NA
463,"stx23291",11,"20231211_mrsa_alt1_1",78.4426543581793,NA
463,"trpA354",11,"20231211_mrsa_alt1_1",134.062059371692,NA
463,"aac3VI23",11,"20231211_mrsa_alt1_1",43.3275644759138,NA
463,"sul22",11,"20231211_mrsa_alt1_1",234.331413109493,NA
463,"eae111",2,"20231211_mrsa_alt1_1",23.7304952007239,NA
463,"qnrS1",1,"20231211_mrsa_alt1_1",7.41224995740564,NA
463,"uidA616",11,"20231211_mrsa_alt1_1",51.0816207588305,NA
463,"dfrA1",2,"20231211_mrsa_alt1_1",171.576934043566,NA
463,"stx11581",3,"20231211_mrsa_alt1_1",41.8241822416477,NA
463,"stx2181",4,"20231211_mrsa_alt1_1",28.4620161784287,NA
463,"mphA18",1,"20231211_mrsa_alt1_1",17.0702477702863,NA
463,"aadA1",1,"20231211_mrsa_alt1_1",14.1571352863536,NA
463,"aac3II63",1,"20231211_mrsa_alt1_1",3.768131939875,NA
464,"dfrA15",9040,"20231211_mrsa_alt1_2",45044.3140768821,NA
464,"dfrA58",236,"20231211_mrsa_alt1_2",570.011106605434,NA
464,"dfrA243",652,"20231211_mrsa_alt1_2",3059.13029908572,NA
464,"qnrB7",958,"20231211_mrsa_alt1_2",3932.28470087176,NA
464,"mcr28",145,"20231211_mrsa_alt1_2",3302.48592248652,NA
464,"aph6I29",808,"20231211_mrsa_alt1_2",1564.71149082057,NA
464,"bfpA82",192,"20231211_mrsa_alt1_2",1344.94106231646,NA
464,"ant2Ia1",76,"20231211_mrsa_alt1_2",225.708178159779,NA
464,"ipaH921",265,"20231211_mrsa_alt1_2",892.457127114583,NA
464,"stx1301",54,"20231211_mrsa_alt1_2",383.16671651034,NA
464,"eae6271",51,"20231211_mrsa_alt1_2",513.949347429163,NA
464,"tetB43",28,"20231211_mrsa_alt1_2",186.174284143104,NA
464,"sul15",161,"20231211_mrsa_alt1_2",406.852140513735,NA
464,"invE132",131,"20231211_mrsa_alt1_2",1873.07522286973,NA
464,"dfrA369",216,"20231211_mrsa_alt1_2",8679.36043701556,NA
464,"tetA13",121,"20231211_mrsa_alt1_2",179.496739852089,NA
464,"uidA616",15,"20231211_mrsa_alt1_2",51.0816207588305,NA
464,"gadph195",21,"20231211_mrsa_alt1_2",105.058327370762,NA
464,"aaiC47",2,"20231211_mrsa_alt1_2",13.6202465566286,NA
464,"sul336",98,"20231211_mrsa_alt1_2",651.156032356883,NA
464,"yjaA12",34,"20231211_mrsa_alt1_2",194.115628268021,NA
464,"chuA24",32,"20231211_mrsa_alt1_2",120.880769045547,NA
464,"aac3VI23",31,"20231211_mrsa_alt1_2",43.3275644759138,NA
464,"astA13",5,"20231211_mrsa_alt1_2",10.8982949359371,NA
464,"eltA4510",1,"20231211_mrsa_alt1_2",6.28783638827619,NA
464,"ipaH321",9,"20231211_mrsa_alt1_2",21.2616862461866,NA
464,"eltA73",16,"20231211_mrsa_alt1_2",100.946481015484,NA
464,"stx23291",13,"20231211_mrsa_alt1_2",78.4426543581793,NA
464,"aac6I6",4,"20231211_mrsa_alt1_2",24.2770971057034,NA
464,"sul22",20,"20231211_mrsa_alt1_2",234.331413109493,NA
464,"trpA354",21,"20231211_mrsa_alt1_2",134.062059371692,NA
464,"dfrA1",4,"20231211_mrsa_alt1_2",171.576934043566,NA
464,"mphA18",7,"20231211_mrsa_alt1_2",17.0702477702863,NA
464,"Tsp19",4,"20231211_mrsa_alt1_2",21.8678047948649,NA
464,"mcr64",2,"20231211_mrsa_alt1_2",89.7884189932358,NA
464,"aac3II63",2,"20231211_mrsa_alt1_2",3.768131939875,NA
464,"aadA21",1,"20231211_mrsa_alt1_2",9.14218305826812,NA
464,"qnrS1",2,"20231211_mrsa_alt1_2",7.41224995740564,NA
464,"eae111",2,"20231211_mrsa_alt1_2",23.7304952007239,NA
464,"aadA57",7,"20231211_mrsa_alt1_2",23.5136927375065,NA
464,"stx2181",4,"20231211_mrsa_alt1_2",28.4620161784287,NA
464,"aac6I123",2,"20231211_mrsa_alt1_2",11.3437589734004,NA
464,"aggR11",3,"20231211_mrsa_alt1_2",41.2496354721484,NA
464,"tetM34",1,"20231211_mrsa_alt1_2",19.905700783891,NA
464,"stx11581",1,"20231211_mrsa_alt1_2",41.8241822416477,NA
464,"aatA12314",1,"20231211_mrsa_alt1_2",3.3721961330149,NA
464,"eltB12",1,"20231211_mrsa_alt1_2",4.11448275856325,NA
464,"aadA1",1,"20231211_mrsa_alt1_2",14.1571352863536,NA
465,"dfrA15",6971,"zNegative_2",45044.3140768821,NA
465,"dfrA243",534,"zNegative_2",3059.13029908572,NA
465,"dfrA369",627,"zNegative_2",8679.36043701556,NA
465,"eae6271",47,"zNegative_2",513.949347429163,NA
465,"tetA13",109,"zNegative_2",179.496739852089,NA
465,"qnrB7",999,"zNegative_2",3932.28470087176,NA
465,"invE132",162,"zNegative_2",1873.07522286973,NA
465,"mcr28",255,"zNegative_2",3302.48592248652,NA
465,"ipaH921",188,"zNegative_2",892.457127114583,NA
465,"aph6I29",521,"zNegative_2",1564.71149082057,NA
465,"tetB43",20,"zNegative_2",186.174284143104,NA
465,"stx1301",34,"zNegative_2",383.16671651034,NA
465,"yjaA12",19,"zNegative_2",194.115628268021,NA
465,"bfpA82",189,"zNegative_2",1344.94106231646,NA
465,"mcr64",6,"zNegative_2",89.7884189932358,NA
465,"dfrA58",174,"zNegative_2",570.011106605434,NA
465,"aac3VI23",23,"zNegative_2",43.3275644759138,NA
465,"ant2Ia1",65,"zNegative_2",225.708178159779,NA
465,"eltA73",16,"zNegative_2",100.946481015484,NA
465,"dfrA1",11,"zNegative_2",171.576934043566,NA
465,"sul336",91,"zNegative_2",651.156032356883,NA
465,"trpA354",18,"zNegative_2",134.062059371692,NA
465,"sul15",99,"zNegative_2",406.852140513735,NA
465,"aadA57",2,"zNegative_2",23.5136927375065,NA
465,"stx23291",13,"zNegative_2",78.4426543581793,NA
465,"gadph195",9,"zNegative_2",105.058327370762,NA
465,"chuA24",17,"zNegative_2",120.880769045547,NA
465,"uidA616",22,"zNegative_2",51.0816207588305,NA
465,"stx11581",6,"zNegative_2",41.8241822416477,NA
465,"Tsp19",5,"zNegative_2",21.8678047948649,NA
465,"stx2181",4,"zNegative_2",28.4620161784287,NA
465,"tetM34",2,"zNegative_2",19.905700783891,NA
465,"aac6I123",1,"zNegative_2",11.3437589734004,NA
465,"aadA1",1,"zNegative_2",14.1571352863536,NA
465,"qnrB35",1,"zNegative_2",1,NA
465,"sul22",16,"zNegative_2",234.331413109493,NA
465,"mphA18",2,"zNegative_2",17.0702477702863,NA
465,"aac6I6",4,"zNegative_2",24.2770971057034,NA
465,"aafA83",1,"zNegative_2",1,NA
465,"eltB12",1,"zNegative_2",4.11448275856325,NA
465,"ipaH321",5,"zNegative_2",21.2616862461866,NA
465,"estIa94",1,"zNegative_2",7.15894419987053,NA
465,"aac3II63",2,"zNegative_2",3.768131939875,NA
465,"eae111",1,"zNegative_2",23.7304952007239,NA
465,"aggR11",1,"zNegative_2",41.2496354721484,NA
465,"aadA21",1,"zNegative_2",9.14218305826812,NA
465,"aaiC17",1,"zNegative_2",20.0162425863696,NA
466,"dfrA15",5734,"20240108_mrsa_alt3_1",45044.3140768821,NA
466,"ant2Ia1",48,"20240108_mrsa_alt3_1",225.708178159779,NA
466,"eae6271",31,"20240108_mrsa_alt3_1",513.949347429163,NA
466,"qnrB7",595,"20240108_mrsa_alt3_1",3932.28470087176,NA
466,"bfpA82",146,"20240108_mrsa_alt3_1",1344.94106231646,NA
466,"dfrA243",401,"20240108_mrsa_alt3_1",3059.13029908572,NA
466,"aph6I29",417,"20240108_mrsa_alt3_1",1564.71149082057,NA
466,"eltA73",18,"20240108_mrsa_alt3_1",100.946481015484,NA
466,"invE132",88,"20240108_mrsa_alt3_1",1873.07522286973,NA
466,"tetB43",21,"20240108_mrsa_alt3_1",186.174284143104,NA
466,"dfrA369",173,"20240108_mrsa_alt3_1",8679.36043701556,NA
466,"dfrA58",147,"20240108_mrsa_alt3_1",570.011106605434,NA
466,"mcr28",129,"20240108_mrsa_alt3_1",3302.48592248652,NA
466,"sul22",19,"20240108_mrsa_alt3_1",234.331413109493,NA
466,"stx1301",33,"20240108_mrsa_alt3_1",383.16671651034,NA
466,"ipaH921",161,"20240108_mrsa_alt3_1",892.457127114583,NA
466,"tetA13",92,"20240108_mrsa_alt3_1",179.496739852089,NA
466,"sul336",58,"20240108_mrsa_alt3_1",651.156032356883,NA
466,"aadA57",6,"20240108_mrsa_alt3_1",23.5136927375065,NA
466,"sul15",68,"20240108_mrsa_alt3_1",406.852140513735,NA
466,"uidA616",11,"20240108_mrsa_alt3_1",51.0816207588305,NA
466,"chuA24",17,"20240108_mrsa_alt3_1",120.880769045547,NA
466,"astA13",2,"20240108_mrsa_alt3_1",10.8982949359371,NA
466,"stx23291",6,"20240108_mrsa_alt3_1",78.4426543581793,NA
466,"aadA1",2,"20240108_mrsa_alt3_1",14.1571352863536,NA
466,"aac6I6",4,"20240108_mrsa_alt3_1",24.2770971057034,NA
466,"mcr64",7,"20240108_mrsa_alt3_1",89.7884189932358,NA
466,"trpA354",14,"20240108_mrsa_alt3_1",134.062059371692,NA
466,"aac3VI23",12,"20240108_mrsa_alt3_1",43.3275644759138,NA
466,"gadph195",14,"20240108_mrsa_alt3_1",105.058327370762,NA
466,"yjaA12",17,"20240108_mrsa_alt3_1",194.115628268021,NA
466,"aaiC17",2,"20240108_mrsa_alt3_1",20.0162425863696,NA
466,"dfrA1",6,"20240108_mrsa_alt3_1",171.576934043566,NA
466,"aadA21",1,"20240108_mrsa_alt3_1",9.14218305826812,NA
466,"aac3II63",1,"20240108_mrsa_alt3_1",3.768131939875,NA
466,"ipaH321",5,"20240108_mrsa_alt3_1",21.2616862461866,NA
466,"Tsp19",4,"20240108_mrsa_alt3_1",21.8678047948649,NA
466,"mphA18",4,"20240108_mrsa_alt3_1",17.0702477702863,NA
466,"bfpF56",1,"20240108_mrsa_alt3_1",2.97627866533694,NA
466,"estIa94",1,"20240108_mrsa_alt3_1",7.15894419987053,NA
466,"stx2181",1,"20240108_mrsa_alt3_1",28.4620161784287,NA
467,"dfrA15",6765,"20240108_mrsa_alt3_2",45044.3140768821,NA
467,"aph6I29",534,"20240108_mrsa_alt3_2",1564.71149082057,NA
467,"dfrA243",420,"20240108_mrsa_alt3_2",3059.13029908572,NA
467,"qnrB7",650,"20240108_mrsa_alt3_2",3932.28470087176,NA
467,"sul15",110,"20240108_mrsa_alt3_2",406.852140513735,NA
467,"dfrA369",214,"20240108_mrsa_alt3_2",8679.36043701556,NA
467,"aadA57",6,"20240108_mrsa_alt3_2",23.5136927375065,NA
467,"aac3VI23",24,"20240108_mrsa_alt3_2",43.3275644759138,NA
467,"ant2Ia1",58,"20240108_mrsa_alt3_2",225.708178159779,NA
467,"tetA13",95,"20240108_mrsa_alt3_2",179.496739852089,NA
467,"stx1301",37,"20240108_mrsa_alt3_2",383.16671651034,NA
467,"bfpA82",191,"20240108_mrsa_alt3_2",1344.94106231646,NA
467,"chuA24",37,"20240108_mrsa_alt3_2",120.880769045547,NA
467,"tetB43",24,"20240108_mrsa_alt3_2",186.174284143104,NA
467,"ipaH921",216,"20240108_mrsa_alt3_2",892.457127114583,NA
467,"dfrA58",162,"20240108_mrsa_alt3_2",570.011106605434,NA
467,"gadph195",20,"20240108_mrsa_alt3_2",105.058327370762,NA
467,"sul336",83,"20240108_mrsa_alt3_2",651.156032356883,NA
467,"mcr28",127,"20240108_mrsa_alt3_2",3302.48592248652,NA
467,"invE132",97,"20240108_mrsa_alt3_2",1873.07522286973,NA
467,"eae6271",36,"20240108_mrsa_alt3_2",513.949347429163,NA
467,"eltA73",11,"20240108_mrsa_alt3_2",100.946481015484,NA
467,"uidA616",12,"20240108_mrsa_alt3_2",51.0816207588305,NA
467,"trpA354",20,"20240108_mrsa_alt3_2",134.062059371692,NA
467,"stx23291",10,"20240108_mrsa_alt3_2",78.4426543581793,NA
467,"ipaH321",7,"20240108_mrsa_alt3_2",21.2616862461866,NA
467,"sul22",16,"20240108_mrsa_alt3_2",234.331413109493,NA
467,"yjaA12",25,"20240108_mrsa_alt3_2",194.115628268021,NA
467,"aaiC17",1,"20240108_mrsa_alt3_2",20.0162425863696,NA
467,"mcr64",6,"20240108_mrsa_alt3_2",89.7884189932358,NA
467,"stx2181",3,"20240108_mrsa_alt3_2",28.4620161784287,NA
467,"estIa94",1,"20240108_mrsa_alt3_2",7.15894419987053,NA
467,"aac6I6",4,"20240108_mrsa_alt3_2",24.2770971057034,NA
467,"astA13",3,"20240108_mrsa_alt3_2",10.8982949359371,NA
467,"tetM34",1,"20240108_mrsa_alt3_2",19.905700783891,NA
467,"mphA18",6,"20240108_mrsa_alt3_2",17.0702477702863,NA
467,"aggR11",2,"20240108_mrsa_alt3_2",41.2496354721484,NA
467,"dfrA1",3,"20240108_mrsa_alt3_2",171.576934043566,NA
467,"aac3II63",2,"20240108_mrsa_alt3_2",3.768131939875,NA
467,"Tsp19",2,"20240108_mrsa_alt3_2",21.8678047948649,NA
467,"qnrS1",1,"20240108_mrsa_alt3_2",7.41224995740564,NA
467,"eltB12",1,"20240108_mrsa_alt3_2",4.11448275856325,NA
467,"aap223",1,"20240108_mrsa_alt3_2",2.87320121980796,NA
468,"dfrA15",5370,"P_lurida_1",45044.3140768821,NA
468,"dfrA243",384,"P_lurida_1",3059.13029908572,NA
468,"sul336",67,"P_lurida_1",651.156032356883,NA
468,"qnrB7",440,"P_lurida_1",3932.28470087176,NA
468,"mcr28",89,"P_lurida_1",3302.48592248652,NA
468,"dfrA58",131,"P_lurida_1",570.011106605434,NA
468,"dfrA369",115,"P_lurida_1",8679.36043701556,NA
468,"aph6I29",437,"P_lurida_1",1564.71149082057,NA
468,"invE132",87,"P_lurida_1",1873.07522286973,NA
468,"ipaH921",136,"P_lurida_1",892.457127114583,NA
468,"stx1301",38,"P_lurida_1",383.16671651034,NA
468,"tetA13",77,"P_lurida_1",179.496739852089,NA
468,"sul15",73,"P_lurida_1",406.852140513735,NA
468,"uidA616",12,"P_lurida_1",51.0816207588305,NA
468,"yjaA12",11,"P_lurida_1",194.115628268021,NA
468,"mphA18",5,"P_lurida_1",17.0702477702863,NA
468,"bfpA82",111,"P_lurida_1",1344.94106231646,NA
468,"ipaH321",6,"P_lurida_1",21.2616862461866,NA
468,"aac3VI23",14,"P_lurida_1",43.3275644759138,NA
468,"trpA354",15,"P_lurida_1",134.062059371692,NA
468,"sul22",17,"P_lurida_1",234.331413109493,NA
468,"tetB43",23,"P_lurida_1",186.174284143104,NA
468,"ant2Ia1",51,"P_lurida_1",225.708178159779,NA
468,"chuA24",21,"P_lurida_1",120.880769045547,NA
468,"eae6271",21,"P_lurida_1",513.949347429163,NA
468,"aadA1",2,"P_lurida_1",14.1571352863536,NA
468,"gadph195",16,"P_lurida_1",105.058327370762,NA
468,"stx23291",9,"P_lurida_1",78.4426543581793,NA
468,"aac6I6",3,"P_lurida_1",24.2770971057034,NA
468,"Tsp19",6,"P_lurida_1",21.8678047948649,NA
468,"aadA57",6,"P_lurida_1",23.5136927375065,NA
468,"mcr64",6,"P_lurida_1",89.7884189932358,NA
468,"astA13",4,"P_lurida_1",10.8982949359371,NA
468,"eltA73",8,"P_lurida_1",100.946481015484,NA
468,"stx2181",1,"P_lurida_1",28.4620161784287,NA
468,"aac6I123",1,"P_lurida_1",11.3437589734004,NA
468,"eae111",2,"P_lurida_1",23.7304952007239,NA
468,"qnrS1",2,"P_lurida_1",7.41224995740564,NA
468,"dfrA1",1,"P_lurida_1",171.576934043566,NA
469,"dfrA15",4717,"P_lurida_2",45044.3140768821,NA
469,"yjaA12",27,"P_lurida_2",194.115628268021,NA
469,"bfpA82",110,"P_lurida_2",1344.94106231646,NA
469,"aph6I29",395,"P_lurida_2",1564.71149082057,NA
469,"stx1301",30,"P_lurida_2",383.16671651034,NA
469,"eae6271",27,"P_lurida_2",513.949347429163,NA
469,"dfrA243",304,"P_lurida_2",3059.13029908572,NA
469,"ant2Ia1",40,"P_lurida_2",225.708178159779,NA
469,"ipaH921",143,"P_lurida_2",892.457127114583,NA
469,"invE132",88,"P_lurida_2",1873.07522286973,NA
469,"mcr28",91,"P_lurida_2",3302.48592248652,NA
469,"dfrA369",123,"P_lurida_2",8679.36043701556,NA
469,"tetB43",19,"P_lurida_2",186.174284143104,NA
469,"qnrB7",406,"P_lurida_2",3932.28470087176,NA
469,"sul336",68,"P_lurida_2",651.156032356883,NA
469,"mcr64",7,"P_lurida_2",89.7884189932358,NA
469,"dfrA58",100,"P_lurida_2",570.011106605434,NA
469,"chuA24",21,"P_lurida_2",120.880769045547,NA
469,"aac3VI23",18,"P_lurida_2",43.3275644759138,NA
469,"sul15",73,"P_lurida_2",406.852140513735,NA
469,"eltA73",9,"P_lurida_2",100.946481015484,NA
469,"tetA13",72,"P_lurida_2",179.496739852089,NA
469,"ipaH321",2,"P_lurida_2",21.2616862461866,NA
469,"aadA57",9,"P_lurida_2",23.5136927375065,NA
469,"stx23291",5,"P_lurida_2",78.4426543581793,NA
469,"gadph195",18,"P_lurida_2",105.058327370762,NA
469,"trpA354",18,"P_lurida_2",134.062059371692,NA
469,"sul22",20,"P_lurida_2",234.331413109493,NA
469,"aap223",1,"P_lurida_2",2.87320121980796,NA
469,"qnrS1",1,"P_lurida_2",7.41224995740564,NA
469,"astA13",3,"P_lurida_2",10.8982949359371,NA
469,"aadA1",4,"P_lurida_2",14.1571352863536,NA
469,"mphA18",2,"P_lurida_2",17.0702477702863,NA
469,"aadA21",1,"P_lurida_2",9.14218305826812,NA
469,"aggR11",1,"P_lurida_2",41.2496354721484,NA
469,"uidA616",4,"P_lurida_2",51.0816207588305,NA
469,"dfrA1",3,"P_lurida_2",171.576934043566,NA
469,"eae111",1,"P_lurida_2",23.7304952007239,NA
469,"aac6I6",1,"P_lurida_2",24.2770971057034,NA
469,"tetM34",1,"P_lurida_2",19.905700783891,NA
469,"stx11581",2,"P_lurida_2",41.8241822416477,NA
469,"stx2181",1,"P_lurida_2",28.4620161784287,NA
470,"aadA57",9,"Kp_R884_1",23.5136927375065,NA
470,"aac6I6",336,"Kp_R884_1",24.2770971057034,311.722902894297
470,"dfrA15",7682,"Kp_R884_1",45044.3140768821,NA
470,"dfrA243",956,"Kp_R884_1",3059.13029908572,NA
470,"qnrB7",800,"Kp_R884_1",3932.28470087176,NA
470,"aph6I29",1569,"Kp_R884_1",1564.71149082057,4.28850917942759
470,"ipaH921",243,"Kp_R884_1",892.457127114583,NA
470,"aac6I123",502,"Kp_R884_1",11.3437589734004,490.6562410266
470,"aac3II63",677,"Kp_R884_1",3.768131939875,673.231868060125
470,"mcr28",147,"Kp_R884_1",3302.48592248652,NA
470,"dfrA369",209,"Kp_R884_1",8679.36043701556,NA
470,"sul15",128,"Kp_R884_1",406.852140513735,NA
470,"intI125",512,"Kp_R884_1",1,511
470,"dfrA58",200,"Kp_R884_1",570.011106605434,NA
470,"tetA13",1324,"Kp_R884_1",179.496739852089,1144.50326014791
470,"gadph195",290,"Kp_R884_1",105.058327370762,184.941672629238
470,"sul22",218,"Kp_R884_1",234.331413109493,NA
470,"bfpA82",193,"Kp_R884_1",1344.94106231646,NA
470,"invE132",152,"Kp_R884_1",1873.07522286973,NA
470,"stx1301",43,"Kp_R884_1",383.16671651034,NA
470,"eae6271",31,"Kp_R884_1",513.949347429163,NA
470,"sul336",95,"Kp_R884_1",651.156032356883,NA
470,"stx2181",6,"Kp_R884_1",28.4620161784287,NA
470,"stx23291",17,"Kp_R884_1",78.4426543581793,NA
470,"aac3VI23",34,"Kp_R884_1",43.3275644759138,NA
470,"yjaA12",26,"Kp_R884_1",194.115628268021,NA
470,"uidA616",14,"Kp_R884_1",51.0816207588305,NA
470,"eltA73",17,"Kp_R884_1",100.946481015484,NA
470,"trpA354",25,"Kp_R884_1",134.062059371692,NA
470,"tetB43",22,"Kp_R884_1",186.174284143104,NA
