X2,n,Sample_real,quantile_99_9,real_n,wgs
astA13,5,52_2,15.58254854,NA,t
astA13,5,zSet2Negative_5,15.58254854,NA,t
aap223,5,55_2,2.671538199,2.328461801,n
stx2181,5,55_2,14.58952727,NA,t
mcr64,5,57_2,12.80598684,NA,t
aac3II63,5,58_2,5.13804044,NA,t
dfrA1,5,58_2,37.39168884,NA,t
aac6I6,5,58_2,21.79552529,NA,t
eltA73,5,58_2,36.22578755,NA,t
intI125,5,61_2,NA,5,y
aadA57,5,zSet2Negative_6,23.95903573,NA,t
uidA616,5,zSet2Negative_6,50.19796756,NA,t
aac6I6,5,zSet2Negative_6,21.79552529,NA,t
mphA18,5,zSet2Negative_6,23.02436054,NA,t
stx2181,5,zSet2Negative_6,14.58952727,NA,t
gadph195,5,63_2,51.83009619,NA,t
eltA73,5,63_2,36.22578755,NA,t
eltA73,5,64_2,36.22578755,NA,t
