X2,n,Sample_real,quantile_99_9,real_n,wgs
dfrA15,12917,69_1,23067.879,NA,f
dfrA15,12663,57_1,23067.879,NA,t
dfrA15,12437,61_1,23067.879,NA,t
dfrA15,11154,65_1,23067.879,NA,t
dfrA15,10534,zSet2Negative_5,23067.879,NA,t
aggR11,10185,zaggR_1,1,10184,y
dfrA15,10101,zSet2Negative_1,23067.879,NA,t
dfrA15,9790,zSet2Negative_2,23067.879,NA,t
dfrA15,9300,zSet2Negative_8,23067.879,NA,t
dfrA15,8890,66_1,23067.879,NA,t
dfrA15,8761,52_1,23067.879,NA,t
dfrA15,8698,59_1,23067.879,NA,t
dfrA15,8403,76_2,23067.879,NA,t
dfrA15,8291,63_1,23067.879,NA,t
dfrA15,8105,49_1,23067.879,NA,t
dfrA15,8037,50_1,23067.879,NA,t
dfrA15,7942,51_2,23067.879,NA,t
dfrA15,7897,75_2,23067.879,NA,t
dfrA15,7817,55_2,23067.879,NA,t
dfrA15,7736,64_1,23067.879,NA,t
dfrA15,7630,58_1,23067.879,NA,t
dfrA15,7327,72_2,23067.879,NA,t
dfrA15,7186,52_2,23067.879,NA,t
dfrA15,7157,54_1,23067.879,NA,t
dfrA15,7068,68_2,23067.879,NA,t
dfrA15,6914,53_1,23067.879,NA,t
dfrA15,6906,50_2,23067.879,NA,t
dfrA15,6833,51_1,23067.879,NA,t
dfrA15,6772,zSet2Negative_4,23067.879,NA,t
dfrA15,6611,58_2,23067.879,NA,t
aggR11,6494,zaggR_2,1,6493,y
dfrA15,6313,62_1,23067.879,NA,t
dfrA15,6283,73_2,23067.879,NA,t
dfrA15,6144,69_2,23067.879,NA,f
dfrA15,6018,57_2,23067.879,NA,t
dfrA15,5952,71_2,23067.879,NA,f
dfrA15,5798,77_2,23067.879,NA,t
dfrA15,5739,zSet2Negative_7,23067.879,NA,t
dfrA15,5695,54_2,23067.879,NA,t
dfrA15,5659,zaggR_1,23067.879,NA,t
dfrA15,5605,zaaiC47_1,23067.879,NA,t
dfrA15,5500,68_1,23067.879,NA,t
dfrA15,5498,53_2,23067.879,NA,t
dfrA15,5372,56_1,23067.879,NA,t
dfrA15,5286,76_1,23067.879,NA,t
dfrA15,4908,zaaiC47_2,23067.879,NA,t
dfrA15,4894,60_1,23067.879,NA,t
dfrA15,4869,65_2,23067.879,NA,t
dfrA15,4785,71_1,23067.879,NA,f
dfrA15,4498,70_1,23067.879,NA,t
dfrA15,4457,zSet2Negative_6,23067.879,NA,t
dfrA15,4408,49_2,23067.879,NA,t
dfrA15,3778,66_2,23067.879,NA,t
dfrA15,3701,73_1,23067.879,NA,t
dfrA15,3579,56_2,23067.879,NA,t
dfrA15,3351,62_2,23067.879,NA,t
dfrA15,3297,zaggR_2,23067.879,NA,t
dfrA15,3171,77_1,23067.879,NA,t
aaiC47,3078,zaaiC47_1,3.372196133,3074.627804,y
aaiC47,2993,zaaiC47_2,3.372196133,2989.627804,y
dfrA15,2810,61_2,23067.879,NA,t
dfrA15,2739,60_2,23067.879,NA,t
dfrA15,2707,75_1,23067.879,NA,t
dfrA15,2659,72_1,23067.879,NA,t
dfrA15,2479,59_2,23067.879,NA,t
dfrA15,2297,48_2,23067.879,NA,t
dfrA15,2186,70_2,23067.879,NA,t
dfrA15,2066,64_2,23067.879,NA,t
uidA616,2065,65_1,50.19796756,2014.802032,y
aph6I29,1980,59_1,1633.719467,346.2805332,y
dfrA15,1884,55_1,23067.879,NA,t
uidA616,1799,75_2,50.19796756,1748.802032,y
aph6I29,1584,61_1,1633.719467,NA,f
qnrB7,1583,61_1,3218.597467,NA,t
chuA24,1521,65_1,89.39378987,1431.60621,y
qnrB7,1500,zSet2Negative_1,3218.597467,NA,t
dfrA15,1454,63_2,23067.879,NA,t
dfrA15,1433,zSet2Negative_3,23067.879,NA,t
qnrB7,1426,57_1,3218.597467,NA,t
qnrB7,1421,zSet2Negative_5,3218.597467,NA,t
qnrB7,1374,zSet2Negative_2,3218.597467,NA,t
uidA616,1343,59_1,50.19796756,1292.802032,y
qnrB7,1339,69_1,3218.597467,NA,t
qnrB7,1334,65_1,3218.597467,NA,t
chuA24,1301,75_2,89.39378987,1211.60621,y
qnrB7,1280,59_1,3218.597467,NA,f
qnrB7,1228,66_1,3218.597467,NA,t
qnrB7,1178,zSet2Negative_8,3218.597467,NA,t
aph6I29,1177,57_1,1633.719467,NA,f
uidA616,1166,49_1,50.19796756,1115.802032,y
qnrB7,1155,49_1,3218.597467,NA,t
uidA616,1154,52_1,50.19796756,1103.802032,y
uidA616,1142,61_1,50.19796756,1091.802032,y
aph6I29,1136,69_1,1633.719467,NA,t
qnrB7,1108,63_1,3218.597467,NA,t
aph6I29,1090,75_2,1633.719467,NA,f
uidA616,1089,57_1,50.19796756,1038.802032,y
qnrB7,1081,64_1,3218.597467,NA,t
uidA616,1017,63_1,50.19796756,966.8020324,n
uidA616,1014,68_2,50.19796756,963.8020324,y
qnrB7,1004,56_1,3218.597467,NA,t
aph6I29,986,65_1,1633.719467,NA,t
qnrB7,977,52_1,3218.597467,NA,t
aph6I29,968,64_1,1633.719467,NA,f
aph6I29,967,66_1,1633.719467,NA,f
qnrB7,956,76_2,3218.597467,NA,t
aph6I29,952,63_1,1633.719467,NA,t
aph6I29,952,76_2,1633.719467,NA,f
qnrB7,940,53_1,3218.597467,NA,t
uidA616,940,64_1,50.19796756,889.8020324,y
tetA13,931,61_1,304.9082996,626.0917004,y
qnrB7,924,50_1,3218.597467,NA,t
qnrB7,921,54_1,3218.597467,NA,t
uidA616,918,58_1,50.19796756,867.8020324,y
chuA24,914,68_2,89.39378987,824.6062101,y
uidA616,903,55_2,50.19796756,852.8020324,y
uidA616,898,65_2,50.19796756,847.8020324,y
qnrB7,898,77_2,3218.597467,NA,t
uidA616,896,66_1,50.19796756,845.8020324,y
qnrB7,894,zSet2Negative_4,3218.597467,NA,t
chuA24,885,59_1,89.39378987,795.6062101,y
uidA616,884,53_1,50.19796756,833.8020324,y
qnrB7,880,60_1,3218.597467,NA,t
aph6I29,877,52_1,1633.719467,NA,f
uidA616,868,54_1,50.19796756,817.8020324,y
uidA616,863,77_2,50.19796756,812.8020324,y
qnrB7,844,73_2,3218.597467,NA,t
uidA616,840,52_2,50.19796756,789.8020324,y
astA13,830,49_1,15.58254854,814.4174515,y
qnrB7,829,55_2,3218.597467,NA,t
qnrB7,816,58_1,3218.597467,NA,t
dfrA369,812,zSet2Negative_1,1431.466013,NA,t
chuA24,809,64_1,89.39378987,719.6062101,y
aph6I29,806,49_1,1633.719467,NA,t
qnrB7,803,75_2,3218.597467,NA,t
uidA616,802,72_2,50.19796756,751.8020324,y
chuA24,787,58_1,89.39378987,697.6062101,y
qnrB7,779,62_1,3218.597467,NA,t
uidA616,779,71_2,50.19796756,728.8020324,y
qnrB7,777,52_2,3218.597467,NA,t
uidA616,775,68_1,50.19796756,724.8020324,y
qnrB7,775,zSet2Negative_7,3218.597467,NA,t
dfrA369,774,zSet2Negative_2,1431.466013,NA,t
qnrB7,773,54_2,3218.597467,NA,t
aph6I29,766,zSet2Negative_5,1633.719467,NA,t
dfrA243,765,69_1,1584.599575,NA,t
qnrB7,761,50_2,3218.597467,NA,t
qnrB7,760,zaaiC47_1,3218.597467,NA,t
dfrA243,757,zSet2Negative_5,1584.599575,NA,t
qnrB7,756,51_2,3218.597467,NA,t
dfrA243,749,zSet2Negative_1,1584.599575,NA,t
qnrB7,746,72_2,3218.597467,NA,t
qnrB7,742,71_2,3218.597467,NA,t
chuA24,740,63_1,89.39378987,650.6062101,n
dfrA243,739,52_1,1584.599575,NA,f
dfrA243,737,57_1,1584.599575,NA,t
dfrA369,733,zSet2Negative_5,1431.466013,NA,t
aph6I29,724,52_2,1633.719467,NA,f
qnrB7,722,51_1,3218.597467,NA,t
qnrB7,718,zaggR_1,3218.597467,NA,t
dfrA243,716,zSet2Negative_2,1584.599575,NA,t
qnrB7,705,68_2,3218.597467,NA,t
aph6I29,701,zSet2Negative_2,1633.719467,NA,t
qnrB7,699,49_2,3218.597467,NA,t
uidA616,698,54_2,50.19796756,647.8020324,y
aph6I29,692,zSet2Negative_1,1633.719467,NA,t
qnrB7,686,58_2,3218.597467,NA,t
aph6I29,683,51_2,1633.719467,NA,f
chuA24,675,65_2,89.39378987,585.6062101,y
uidA616,673,73_2,50.19796756,622.8020324,y
dfrA243,671,zSet2Negative_8,1584.599575,NA,t
chuA24,669,66_1,89.39378987,579.6062101,y
uidA616,664,69_1,50.19796756,613.8020324,y
aph6I29,662,zSet2Negative_8,1633.719467,NA,t
uidA616,657,51_2,50.19796756,606.8020324,y
aph6I29,656,50_2,1633.719467,NA,t
aph6I29,655,50_1,1633.719467,NA,t
mphA18,654,49_1,23.02436054,630.9756395,y
chuA24,654,68_1,89.39378987,564.6062101,y
qnrB7,653,zSet2Negative_6,3218.597467,NA,t
chuA24,652,72_2,89.39378987,562.6062101,y
qnrB7,649,zaaiC47_2,3218.597467,NA,t
aph6I29,648,54_1,1633.719467,NA,t
aph6I29,641,77_2,1633.719467,NA,t
qnrB7,639,76_1,3218.597467,NA,t
dfrA369,639,zSet2Negative_8,1431.466013,NA,t
qnrB7,636,56_2,3218.597467,NA,t
uidA616,635,53_2,50.19796756,584.8020324,y
qnrB7,626,69_2,3218.597467,NA,t
uidA616,623,51_1,50.19796756,572.8020324,y
uidA616,617,71_1,50.19796756,566.8020324,y
aph6I29,617,54_2,1633.719467,NA,t
uidA616,616,50_1,50.19796756,565.8020324,y
uidA616,615,50_2,50.19796756,564.8020324,y
aph6I29,615,59_2,1633.719467,NA,f
aatA12314,608,49_1,1,607,y
uidA616,608,75_1,50.19796756,557.8020324,y
qnrB7,608,53_2,3218.597467,NA,t
qnrB7,606,57_2,3218.597467,NA,t
qnrB7,603,68_1,3218.597467,NA,t
uidA616,602,76_2,50.19796756,551.8020324,y
aph6I29,600,58_1,1633.719467,NA,t
aph6I29,597,51_1,1633.719467,NA,f
aph6I29,597,53_1,1633.719467,NA,t
aph6I29,596,76_1,1633.719467,NA,f
uidA616,596,49_2,50.19796756,545.8020324,y
uidA616,595,58_2,50.19796756,544.8020324,y
chuA24,584,54_1,89.39378987,494.6062101,y
aph6I29,584,56_1,1633.719467,NA,t
aph6I29,583,60_1,1633.719467,NA,f
dfrA243,580,52_2,1584.599575,NA,f
aph6I29,579,62_1,1633.719467,NA,t
qnrB7,577,65_2,3218.597467,NA,t
dfrA243,575,75_2,1584.599575,NA,f
sul22,569,59_1,76.6369623,492.3630377,y
aph6I29,568,72_2,1633.719467,NA,t
chuA24,559,58_2,89.39378987,469.6062101,y
aph6I29,556,73_2,1633.719467,NA,f
trpA354,554,65_1,75.21494574,478.7850543,y
aac3II63,549,52_1,5.13804044,543.8619596,y
dfrA243,545,65_1,1584.599575,NA,t
chuA24,541,73_2,89.39378987,451.6062101,y
qnrB7,539,66_2,3218.597467,NA,t
aph6I29,525,68_2,1633.719467,NA,t
aph6I29,523,71_2,1633.719467,NA,t
chuA24,518,76_2,89.39378987,428.6062101,y
dfrA243,509,zSet2Negative_4,1584.599575,NA,t
dfrA243,509,55_2,1584.599575,NA,t
uidA616,507,77_1,50.19796756,456.8020324,y
chuA24,507,54_2,89.39378987,417.6062101,y
dfrA243,506,61_1,1584.599575,NA,f
aph6I29,505,53_2,1633.719467,NA,t
aph6I29,505,55_2,1633.719467,NA,t
uidA616,503,56_1,50.19796756,452.8020324,y
trpA354,503,75_2,75.21494574,427.7850543,y
dfrA243,502,51_2,1584.599575,NA,t
dfrA369,501,zSet2Negative_7,1431.466013,NA,t
tetA13,498,59_1,304.9082996,193.0917004,y
dfrA243,494,72_2,1584.599575,NA,t
aac3II63,490,72_2,5.13804044,484.8619596,y
dfrA15,489,48_1,23067.879,NA,t
qnrB7,489,60_2,3218.597467,NA,t
dfrA243,488,58_1,1584.599575,NA,t
dfrA243,484,59_1,1584.599575,NA,t
aph6I29,483,49_2,1633.719467,NA,t
dfrA369,476,zSet2Negative_4,1431.466013,NA,t
uidA616,475,57_2,50.19796756,424.8020324,y
uidA616,471,76_1,50.19796756,420.8020324,y
qnrB7,469,48_2,3218.597467,NA,t
aph6I29,467,68_1,1633.719467,NA,t
aph6I29,466,69_2,1633.719467,NA,t
qnrB7,464,72_1,3218.597467,NA,t
qnrB7,461,71_1,3218.597467,NA,t
sul15,455,49_1,331.6635218,123.3364782,y
uidA616,455,62_1,50.19796756,404.8020324,y
aph6I29,455,zSet2Negative_4,1633.719467,NA,t
astA13,453,49_2,15.58254854,437.4174515,y
sul15,451,64_1,331.6635218,119.3364782,y
yjaA12,451,75_2,75.05504254,375.9449575,y
aph6I29,450,57_2,1633.719467,NA,f
chuA24,447,75_1,89.39378987,357.6062101,y
qnrB7,446,70_1,3218.597467,NA,t
qnrB7,446,73_1,3218.597467,NA,t
qnrB7,445,77_1,3218.597467,NA,t
aph6I29,441,66_2,1633.719467,NA,f
dfrA369,441,zaggR_1,1431.466013,NA,t
dfrA243,434,51_1,1584.599575,NA,t
chuA24,428,56_1,89.39378987,338.6062101,y
aph6I29,428,58_2,1633.719467,NA,t
uidA616,427,66_2,50.19796756,376.8020324,y
trpA354,426,52_1,75.21494574,350.7850543,y
dfrA369,424,zaaiC47_1,1431.466013,NA,t
tetA13,421,64_1,304.9082996,116.0917004,y
dfrA243,415,68_2,1584.599575,NA,t
dfrA243,413,zaaiC47_1,1584.599575,NA,t
aph6I29,411,zaggR_1,1633.719467,NA,t
dfrA243,407,50_1,1584.599575,NA,t
mphA18,405,49_2,23.02436054,381.9756395,y
tetA13,404,63_1,304.9082996,99.09170042,n
aph6I29,404,71_1,1633.719467,NA,t
dfrA243,403,zaggR_1,1584.599575,NA,t
qnrB7,403,zaggR_2,3218.597467,NA,t
aph6I29,399,zaaiC47_1,1633.719467,NA,t
dfrA369,397,zaaiC47_2,1431.466013,NA,t
dfrA243,394,58_2,1584.599575,NA,t
Tsp19,393,65_1,20.14329318,372.8567068,y
aph6I29,392,56_2,1633.719467,NA,t
dfrA243,390,76_2,1584.599575,NA,f
uidA616,388,73_1,50.19796756,337.8020324,y
aph6I29,388,65_2,1633.719467,NA,t
uidA616,387,60_1,50.19796756,336.8020324,y
aac3II63,385,52_2,5.13804044,379.8619596,y
uidA160,382,52_1,3.925389628,378.0746104,y
sul336,379,52_1,219.4490037,159.5509963,y
qnrB7,379,59_2,3218.597467,NA,f
dfrA369,374,zSet2Negative_6,1431.466013,NA,t
uidA616,373,59_2,50.19796756,322.8020324,y
sul15,371,59_1,331.6635218,39.33647823,y
aph6I29,370,75_1,1633.719467,NA,f
aph6I29,370,zSet2Negative_7,1633.719467,NA,t
ipaH921,369,57_1,527.0207198,NA,t
aatA12314,368,77_2,1,367,y
uidA160,364,55_2,3.925389628,360.0746104,y
chuA24,359,76_1,89.39378987,269.6062101,y
aadA57,355,49_1,23.95903573,331.0409643,y
dfrA243,355,57_2,1584.599575,NA,t
dfrA243,354,66_1,1584.599575,NA,t
uidA616,354,69_2,50.19796756,303.8020324,y
dfrA369,353,55_2,1431.466013,NA,t
dfrA243,351,zSet2Negative_7,1584.599575,NA,t
qnrB7,350,61_2,3218.597467,NA,t
aph6I29,349,70_1,1633.719467,NA,t
tetA13,348,66_1,304.9082996,43.09170042,y
yjaA12,348,68_2,75.05504254,272.9449575,y
qnrB7,347,62_2,3218.597467,NA,t
uidA616,345,56_2,50.19796756,294.8020324,y
aph6I29,344,77_1,1633.719467,NA,t
dfrA243,344,50_2,1584.599575,NA,t
aatA12314,341,49_2,1,340,y
aph6I29,340,73_1,1633.719467,NA,f
trpA354,340,55_2,75.21494574,264.7850543,y
dfrA243,339,zaaiC47_2,1584.599575,NA,t
mcr28,338,zSet2Negative_5,675.2577858,NA,t
aph6I29,336,61_2,1633.719467,NA,f
mcr28,335,zSet2Negative_1,675.2577858,NA,t
uidA160,333,57_1,3.925389628,329.0746104,y
dfrA243,333,63_1,1584.599575,NA,t
uidA616,333,70_1,50.19796756,282.8020324,y
ipaH921,332,61_1,527.0207198,NA,t
trpA354,332,68_2,75.21494574,256.7850543,y
chuA24,330,60_1,89.39378987,240.6062101,y
dfrA243,330,69_2,1584.599575,NA,t
dfrA58,328,57_1,586.3448659,NA,t
qnrS1,328,65_1,3.06294049,324.9370595,y
dfrA243,328,68_1,1584.599575,NA,t
aph6I29,326,zSet2Negative_6,1633.719467,NA,t
dfrA243,325,zSet2Negative_6,1584.599575,NA,t
tetA13,324,52_1,304.9082996,19.09170042,y
trpA354,324,59_1,75.21494574,248.7850543,y
uidA160,319,61_1,3.925389628,315.0746104,y
Tsp19,319,75_2,20.14329318,298.8567068,y
aadA57,317,64_1,23.95903573,293.0409643,y
trpA354,317,52_2,75.21494574,241.7850543,y
chuA24,313,73_1,89.39378987,223.6062101,y
qnrB7,311,64_2,3218.597467,NA,t
dfrA243,309,53_2,1584.599575,NA,t
aph6I29,307,zaaiC47_2,1633.719467,NA,t
dfrA58,306,61_1,586.3448659,NA,t
dfrA58,306,69_1,586.3448659,NA,t
ipaH921,305,zSet2Negative_1,527.0207198,NA,t
dfrA243,304,49_1,1584.599575,NA,t
mcr28,304,zSet2Negative_2,675.2577858,NA,t
dfrA58,300,65_1,586.3448659,NA,t
chuA24,300,66_2,89.39378987,210.6062101,y
dfrA243,298,54_1,1584.599575,NA,t
dfrA243,297,53_1,1584.599575,NA,t
sul15,296,57_1,331.6635218,NA,f
yjaA12,295,58_1,75.05504254,219.9449575,y
ipaH921,294,69_1,527.0207198,NA,t
dfrA369,293,58_1,1431.466013,NA,t
bfpA82,292,zSet2Negative_1,591.6842856,NA,t
trpA354,292,61_1,75.21494574,216.7850543,y
trpA354,290,53_2,75.21494574,214.7850543,y
dfrA58,290,zSet2Negative_5,586.3448659,NA,t
dfrA369,289,61_1,1431.466013,NA,t
dfrA243,287,64_1,1584.599575,NA,t
bfpA82,284,61_1,591.6842856,NA,t
ipaH921,284,65_1,527.0207198,NA,t
dfrA369,282,51_2,1431.466013,NA,t
sul15,280,53_1,331.6635218,NA,f
dfrA243,280,76_1,1584.599575,NA,f
yjaA12,279,52_2,75.05504254,203.9449575,y
yjaA12,277,49_1,75.05504254,201.9449575,y
dfrA369,277,51_1,1431.466013,NA,t
aph6I29,277,60_2,1633.719467,NA,f
uidA160,276,53_1,3.925389628,272.0746104,y
aadA57,276,59_1,23.95903573,252.0409643,y
aph6I29,276,62_2,1633.719467,NA,t
aph6I29,275,48_2,1633.719467,NA,f
dfrA58,273,zSet2Negative_2,586.3448659,NA,t
bfpA82,272,57_1,591.6842856,NA,t
yjaA12,272,68_1,75.05504254,196.9449575,y
qnrB7,271,75_1,3218.597467,NA,t
trpA354,270,73_2,75.21494574,194.7850543,y
aph6I29,269,64_2,1633.719467,NA,f
mcr28,269,zSet2Negative_8,675.2577858,NA,t
chuA24,268,56_2,89.39378987,178.6062101,y
dfrA243,268,73_2,1584.599575,NA,t
dfrA243,266,65_2,1584.599575,NA,t
mphA18,265,51_1,23.02436054,241.9756395,y
aph3386,265,59_1,1,264,n
dfrA243,265,70_1,1584.599575,NA,t
bfpA82,263,69_1,591.6842856,NA,t
sul336,263,52_2,219.4490037,43.55099634,y
tetA13,261,52_2,304.9082996,NA,f
trpA354,258,57_1,75.21494574,182.7850543,y
bfpA82,258,zSet2Negative_2,591.6842856,NA,t
bfpA82,257,65_1,591.6842856,NA,t
uidA616,257,62_2,50.19796756,206.8020324,y
trpA354,255,49_1,75.21494574,179.7850543,y
dfrA58,255,zSet2Negative_1,586.3448659,NA,t
ipaH921,255,zSet2Negative_2,527.0207198,NA,t
aac6I6,254,72_2,21.79552529,232.2044747,y
trpA354,253,53_1,75.21494574,177.7850543,y
mphA18,253,53_1,23.02436054,229.9756395,y
uidA160,253,52_2,3.925389628,249.0746104,y
bfpA82,253,zSet2Negative_5,591.6842856,NA,t
trpA354,253,65_2,75.21494574,177.7850543,y
sul22,252,52_1,76.6369623,175.3630377,y
ipaH921,251,52_1,527.0207198,NA,t
yjaA12,251,52_1,75.05504254,175.9449575,y
dfrA369,251,57_1,1431.466013,NA,f
trpA354,250,68_1,75.21494574,174.7850543,y
ipaH921,250,zSet2Negative_5,527.0207198,NA,t
chuA24,248,59_2,89.39378987,158.6062101,y
trpA354,247,51_2,75.21494574,171.7850543,y
dfrA243,245,62_1,1584.599575,NA,t
uidA160,244,71_2,3.925389628,240.0746104,y
uidA160,243,49_1,3.925389628,239.0746104,y
bfpA82,243,52_1,591.6842856,NA,t
sul22,243,61_1,76.6369623,166.3630377,y
dfrA58,243,zSet2Negative_8,586.3448659,NA,t
dfrA243,243,zaggR_2,1584.599575,NA,t
dfrA369,241,65_1,1431.466013,NA,t
dfrA369,241,69_1,1431.466013,NA,t
dfrA58,240,50_1,586.3448659,NA,t
uidA616,240,55_1,50.19796756,189.8020324,y
sul15,240,49_2,331.6635218,NA,f
sul22,240,75_2,76.6369623,163.3630377,y
ipaH921,240,zSet2Negative_8,527.0207198,NA,t
qnrB7,240,70_2,3218.597467,NA,t
trpA354,238,51_1,75.21494574,162.7850543,y
dfrA58,238,59_1,586.3448659,NA,t
dfrA243,237,75_1,1584.599575,NA,f
aph6I29,236,zaggR_2,1633.719467,NA,t
ipaH921,235,59_1,527.0207198,NA,t
sul15,235,51_2,331.6635218,NA,f
dfrA369,235,zaggR_2,1431.466013,NA,t
ipaH921,233,66_1,527.0207198,NA,t
dfrA369,233,58_2,1431.466013,NA,t
sul15,233,68_2,331.6635218,NA,f
ipaH921,233,76_2,527.0207198,NA,t
dfrA369,230,72_1,1431.466013,NA,t
ipaH921,230,72_2,527.0207198,NA,t
mcr28,229,55_2,675.2577858,NA,t
uidA616,228,61_2,50.19796756,177.8020324,y
Tsp19,227,68_2,20.14329318,206.8567068,y
mphA18,226,57_1,23.02436054,202.9756395,y
ipaH921,226,63_1,527.0207198,NA,t
chuA24,226,70_1,89.39378987,136.6062101,y
ipaH921,226,52_2,527.0207198,NA,t
yjaA12,226,72_2,75.05504254,150.9449575,y
trpA354,225,64_1,75.21494574,149.7850543,y
uidA616,225,64_2,50.19796756,174.8020324,y
uidA160,225,77_2,3.925389628,221.0746104,y
uidA616,224,72_1,50.19796756,173.8020324,y
dfrA58,222,52_1,586.3448659,NA,t
trpA354,222,58_1,75.21494574,146.7850543,y
ipaH921,220,50_1,527.0207198,NA,t
dfrA369,220,52_1,1431.466013,NA,t
dfrA58,220,51_2,586.3448659,NA,t
ipaH921,220,51_2,527.0207198,NA,t
mphA18,220,68_2,23.02436054,196.9756395,y
tetA13,219,57_1,304.9082996,NA,t
ipaH921,219,58_1,527.0207198,NA,t
sul15,219,61_1,331.6635218,NA,t
sul15,218,51_1,331.6635218,NA,f
sul15,217,65_1,331.6635218,NA,t
trpA354,217,69_1,75.21494574,141.7850543,y
trpA354,216,56_1,75.21494574,140.7850543,y
dfrA58,215,54_1,586.3448659,NA,t
dfrA58,215,58_1,586.3448659,NA,t
chuA24,215,72_1,89.39378987,125.6062101,y
ipaH921,215,55_2,527.0207198,NA,t
chuA24,214,64_2,89.39378987,124.6062101,y
trpA354,212,76_2,75.21494574,136.7850543,y
sul15,211,68_1,331.6635218,NA,f
sul15,211,69_1,331.6635218,NA,t
sul15,209,53_2,331.6635218,NA,f
invE132,209,zSet2Negative_5,407.4515262,NA,t
invE132,208,zSet2Negative_1,407.4515262,NA,t
uidA160,208,59_1,3.925389628,204.0746104,y
dfrA58,208,63_1,586.3448659,NA,t
dfrA243,208,71_1,1584.599575,NA,t
uidA616,208,60_2,50.19796756,157.8020324,y
bfpA82,208,zSet2Negative_8,591.6842856,NA,t
arpA19,207,52_1,1,206,y
trpA354,205,63_1,75.21494574,129.7850543,n
uidA160,205,51_2,3.925389628,201.0746104,y
uidA160,205,53_2,3.925389628,201.0746104,y
ipaH921,204,54_1,527.0207198,NA,t
Tsp19,203,57_1,20.14329318,182.8567068,y
tetA13,203,65_1,304.9082996,NA,t
Tsp19,203,68_1,20.14329318,182.8567068,y
qnrB7,203,63_2,3218.597467,NA,t
dfrA58,203,76_2,586.3448659,NA,t
dfrA58,202,66_1,586.3448659,NA,t
bfpA82,202,55_2,591.6842856,NA,t
ipaH921,201,64_1,527.0207198,NA,t
aph6I29,201,72_1,1633.719467,NA,t
bfpA82,200,66_1,591.6842856,NA,t
dfrA369,200,75_2,1431.466013,NA,t
ipaH921,200,75_2,527.0207198,NA,t
invE132,198,69_1,407.4515262,NA,t
dfrA58,198,52_2,586.3448659,NA,t
invE132,197,zSet2Negative_2,407.4515262,NA,t
dfrA243,196,62_2,1584.599575,NA,t
bfpA82,196,72_2,591.6842856,NA,t
dfrA58,196,72_2,586.3448659,NA,t
tetA13,195,69_1,304.9082996,NA,t
chuA24,195,60_2,89.39378987,105.6062101,y
Tsp19,195,65_2,20.14329318,174.8567068,y
ipaH921,194,53_1,527.0207198,NA,t
qnrB7,194,55_1,3218.597467,NA,t
dfrA243,194,56_1,1584.599575,NA,t
bfpA82,194,59_1,591.6842856,NA,t
bfpA82,194,51_2,591.6842856,NA,t
dfrA243,194,54_2,1584.599575,NA,t
uidA160,193,51_1,3.925389628,189.0746104,y
aatA12314,193,77_1,1,192,y
bfpA82,191,50_1,591.6842856,NA,t
dfrA58,191,zSet2Negative_4,586.3448659,NA,t
uidA160,191,50_2,3.925389628,187.0746104,y
mcr28,191,zSet2Negative_7,675.2577858,NA,t
aac6I123,191,75_2,3.769729822,187.2302702,y
bfpA82,190,53_1,591.6842856,NA,t
dfrA369,190,59_1,1431.466013,NA,f
dfrA243,190,72_1,1584.599575,NA,t
dfrA58,190,55_2,586.3448659,NA,t
dfrA58,190,75_2,586.3448659,NA,t
bfpA82,190,75_2,591.6842856,NA,t
bfpA82,189,49_1,591.6842856,NA,t
dfrA58,189,49_1,586.3448659,NA,t
dfrA243,189,73_1,1584.599575,NA,t
ipaH921,189,50_2,527.0207198,NA,t
yjaA12,189,51_2,75.05504254,113.9449575,y
mphA18,189,51_2,23.02436054,165.9756395,y
dfrA58,189,68_2,586.3448659,NA,t
dfrA369,189,76_2,1431.466013,NA,t
mphA18,188,59_1,23.02436054,164.9756395,y
trpA354,188,72_2,75.21494574,112.7850543,y
Tsp19,187,53_1,20.14329318,166.8567068,y
ipaH921,187,zSet2Negative_4,527.0207198,NA,t
dfrA58,187,50_2,586.3448659,NA,t
dfrA369,186,49_1,1431.466013,NA,f
bfpA82,186,58_1,591.6842856,NA,t
ipaH921,186,68_2,527.0207198,NA,t
mcr28,186,zaggR_1,675.2577858,NA,t
Tsp19,185,58_1,20.14329318,164.8567068,y
qnrB7,185,zSet2Negative_3,3218.597467,NA,t
uidA160,185,71_1,3.925389628,181.0746104,y
sul22,185,52_2,76.6369623,108.3630377,y
uidA160,184,69_1,3.925389628,180.0746104,y
uidA616,184,48_2,50.19796756,133.8020324,y
aadA57,184,49_2,23.95903573,160.0409643,y
dfrA369,184,68_2,1431.466013,NA,f
dfrA243,184,77_2,1584.599575,NA,t
mphA18,182,68_1,23.02436054,158.9756395,y
aph6I29,182,63_2,1633.719467,NA,t
yjaA12,181,51_1,75.05504254,105.9449575,y
dfrA58,181,64_1,586.3448659,NA,t
mcr28,181,zSet2Negative_4,675.2577858,NA,t
mcr28,180,58_1,675.2577858,NA,t
dfrA369,180,66_1,1431.466013,NA,t
intI125,180,75_2,NA,180,y
dfrA369,179,64_1,1431.466013,NA,f
yjaA12,179,76_2,75.05504254,103.9449575,y
trpA354,178,54_1,75.21494574,102.7850543,y
sul15,178,60_1,331.6635218,NA,f
bfpA82,178,63_1,591.6842856,NA,t
trpA354,178,58_2,75.21494574,102.7850543,y
sul15,177,66_1,331.6635218,NA,t
dfrA58,176,53_2,586.3448659,NA,t
