X1,X2,n
485,uidA616,11
485,sul22,20
485,eltA73,11
485,chuA24,17
485,tetB43,18
485,yjaA12,19
485,aadA57,8
485,aac3VI23,13
485,aadA1,2
485,mcr64,5
485,dfrA1,6
485,aaiC17,1
485,tetM34,4
485,stx11581,3
485,eae111,6
485,aac6I6,2
485,astA13,2
485,ipaH321,4
485,stx23291,4
485,Tsp19,2
485,aggR11,1
485,mphA18,2
485,aac6I123,1
485,qnrS1,1
486,dfrA369,613
486,dfrA15,5011
486,aadA57,7
486,eae6271,39
486,qnrB7,744
486,dfrA243,420
486,mcr28,237
486,aph6I29,314
486,invE132,171
486,stx1301,33
486,ipaH921,128
486,aaiC17,3
486,bfpA82,187
486,tetA13,62
486,dfrA58,116
486,sul22,24
486,ant2Ia1,40
486,tetB43,20
486,yjaA12,13
486,aac3VI23,14
486,sul336,79
486,ipaH321,4
486,sul15,52
486,gadph195,16
486,mcr64,4
486,aac6I6,3
486,aap223,1
486,tetM34,1
486,stx23291,8
486,eae111,2
486,chuA24,16
486,eltA73,15
486,uidA616,5
486,estIa94,1
486,trpA354,12
486,aggR11,2
486,aac3II63,2
486,aadA1,1
486,qnrS1,1
486,dfrA1,8
486,stx2181,3
486,stx11581,4
486,mphA18,2
486,bfpF56,1
487,dfrA15,6576
487,invE132,177
487,aadA57,9
487,qnrB7,916
487,ant2Ia1,66
487,mcr28,340
487,dfrA369,677
487,aaiC17,1
487,aph6I29,463
487,sul336,90
487,dfrA243,531
487,eltA73,14
487,dfrA58,150
487,tetA13,79
487,tetB43,33
487,sul15,85
487,ipaH921,179
487,bfpA82,174
487,aac6I6,6
487,sul22,22
487,eae6271,34
487,yjaA12,18
487,stx1301,41
487,Tsp19,3
487,aac3VI23,19
487,stx11581,4
487,chuA24,29
487,trpA354,17
487,gadph195,15
487,mcr64,6
487,uidA616,9
487,ipaH321,7
487,mphA18,4
487,dfrA1,9
487,eae111,4
487,stx2181,2
487,astA13,3
487,aadA1,2
487,stx23291,2
488,qnrB7,838
488,dfrA369,586
488,aph6I29,414
488,dfrA15,6056
488,dfrA243,483
488,stx1301,35
488,mcr28,260
488,eltA73,11
488,ipaH921,126
488,ant2Ia1,34
488,yjaA12,20
488,sul336,67
488,sul15,86
488,dfrA58,142
488,gadph195,15
488,tetB43,27
488,invE132,153
488,bfpA82,164
488,sul22,24
488,tetA13,73
488,aadA57,6
488,chuA24,14
488,eae6271,36
488,trpA354,18
488,mphA18,3
488,bfpF105,2
488,Tsp19,3
488,stx2181,1
488,stx11581,2
488,tetM34,1
488,aac3VI23,21
488,aggR11,5
488,aac6I123,2
488,stx23291,5
488,mcr64,6
488,dfrA1,6
488,uidA616,8
488,eae111,1
488,ipaH321,7
488,aac6I6,3
488,aaiC47,2
488,aadA1,1
488,bfpF56,1
488,aaiC17,2
488,astA13,1
489,dfrA15,5717
489,tetA13,64
489,dfrA369,571
489,qnrB7,804
489,bfpA82,136
489,stx23291,14
489,ipaH921,131
489,sul15,69
489,dfrA1,9
489,aph6I29,373
489,dfrA243,422
489,sul336,58
489,yjaA12,22
489,eae6271,48
489,chuA24,18
489,mcr28,235
489,trpA354,20
489,dfrA58,116
489,invE132,143
489,aac3VI23,17
489,stx1301,30
489,tetM34,2
489,tetB43,24
489,aadA57,4
489,eltA73,20
489,sul22,20
489,ant2Ia1,46
489,aac3II63,1
489,aggR11,2
489,uidA616,5
489,ipaH321,3
489,aap223,1
489,Tsp19,5
489,aac6I6,2
489,eae111,3
489,gadph195,15
489,aac6I123,1
489,stx11581,5
489,mphA18,5
489,mcr64,3
489,arpA19,2
489,astA13,1
489,aafA83,1
489,bfpF56,1
489,ermB1,1
490,dfrA15,5383
490,bfpA82,152
490,dfrA243,408
490,mcr28,234
490,qnrB7,657
490,dfrA58,103
490,eltA73,13
490,aac6I6,2
490,dfrA369,551
490,tetB43,21
490,invE132,162
490,ipaH921,131
490,aph6I29,353
490,sul336,60
490,sul15,68
490,mcr64,4
490,stx1301,35
490,yjaA12,18
490,dfrA1,14
490,tetA13,58
490,ant2Ia1,37
490,stx2181,2
490,eae6271,36
490,trpA354,14
490,sul22,15
490,aadA57,5
490,gadph195,15
490,chuA24,23
490,aac3VI23,12
490,tetM34,3
490,aggR11,5
490,Tsp19,3
490,ipaH321,8
490,aac6I123,2
490,mphA18,4
490,uidA616,3
490,stx23291,4
490,stx11581,5
490,aaiC17,2
491,dfrA15,6361
491,dfrA243,449
491,invE132,158
491,aac3VI23,11
491,aph6I29,445
491,qnrB7,869
491,mcr28,265
491,dfrA369,667
491,sul22,24
491,dfrA58,146
491,bfpA82,183
491,tetB43,33
491,dfrA1,10
491,aadA1,1
491,yjaA12,22
491,tetA13,89
491,ipaH921,152
491,sul15,83
491,stx1301,40
491,uidA616,13
491,chuA24,23
491,eltA73,11
491,ant2Ia1,47
491,sul336,68
491,trpA354,12
491,eae6271,49
491,gadph195,19
491,aadA57,11
491,ipaH321,3
491,stx23291,9
491,stx11581,5
491,stx2181,4
491,astA13,3
491,aac6I6,6
491,Tsp19,3
491,mphA18,1
491,eae111,2
491,mcr64,4
491,aggR11,1
491,aadA21,1
491,aap223,2
491,aac3II63,1
492,dfrA15,7467
492,qnrB7,1062
492,aph6I29,528
492,dfrA243,541
492,dfrA369,777
492,sul15,122
492,stx23291,10
492,dfrA1,20
492,stx1301,49
492,invE132,200
492,ipaH921,187
492,mcr28,308
492,eltA73,18
492,gadph195,16
492,sul22,24
492,yjaA12,29
492,astA13,3
492,tetA13,72
492,aac3VI23,14
492,bfpA82,203
492,tetB43,28
492,dfrA58,193
492,ant2Ia1,59
492,stx11581,4
492,eae6271,50
492,sul336,94
492,uidA616,14
492,aadA57,10
492,trpA354,27
492,chuA24,27
492,ipaH321,4
492,mcr64,10
492,mphA18,2
492,stx2181,3
492,aggR11,1
492,aac3II63,2
492,aap223,1
492,aac6I6,2
492,Tsp19,2
492,eae111,1
492,bfpF105,1
492,tetM34,1
493,dfrA15,9118
493,dfrA58,207
493,invE132,269
493,dfrA369,959
493,qnrB7,1237
493,aph6I29,632
493,bfpA82,260
493,dfrA243,622
493,sul15,133
493,mcr28,406
493,sul336,108
493,sul22,26
493,tetA13,93
493,eae6271,64
493,ipaH921,210
493,gadph195,27
493,chuA24,46
493,tetB43,38
493,aadA57,12
493,aac3VI23,19
493,stx1301,65
493,ant2Ia1,71
493,yjaA12,27
493,Tsp19,9
493,eltA73,13
493,stx23291,12
493,trpA354,26
493,aadA1,3
493,uidA616,12
493,ipaH321,7
493,dfrA1,19
493,eae111,5
493,stx2181,3
493,qnrS1,1
493,mcr64,6
493,aggR11,1
493,aadA21,2
493,aac3II63,1
493,aac6I6,2
493,stx11581,3
493,astA13,4
493,bfpF56,1
493,mphA18,4
493,bfpF105,1
493,estIa94,2
493,tetM34,1
493,aaiC47,1
494,aph6I29,344
494,dfrA15,5009
494,dfrA243,342
494,ipaH921,142
494,tetA13,43
494,dfrA58,130
494,sul15,60
494,qnrB7,669
494,stx1301,30
494,mcr28,219
494,dfrA369,555
494,aadA57,4
494,eae6271,33
494,invE132,143
494,eltA73,15
494,trpA354,26
494,bfpA82,149
494,sul336,64
494,gadph195,15
494,chuA24,22
494,ant2Ia1,41
494,tetB43,16
494,sul22,13
494,dfrA1,10
494,stx23291,5
494,yjaA12,15
494,ipaH321,5
494,tetM34,1
494,mphA18,1
494,bfpF56,1
494,uidA616,8
494,astA13,4
494,eae111,3
494,aac6I6,3
494,aadA21,1
494,stx2181,1
494,aac3VI23,6
494,Tsp19,1
494,mcr64,3
494,aap223,2
494,eltA4510,2
494,aaiC47,1
494,stx11581,1
494,aac3II63,1
495,mcr28,166
495,dfrA15,4208
495,aph6I29,367
495,dfrA369,434
495,ipaH921,125
495,tetA13,66
495,dfrA243,315
495,qnrB7,572
495,bfpA82,105
495,trpA354,12
495,sul336,56
495,stx1301,37
495,sul15,62
495,gadph195,7
495,invE132,115
495,aadA1,2
495,dfrA1,10
495,tetB43,19
495,aadA57,8
495,stx2181,2
495,ant2Ia1,39
495,eae6271,27
495,dfrA58,93
495,aac3VI23,14
495,Tsp19,3
495,eltA73,9
495,stx23291,9
495,chuA24,14
495,eltB12,1
495,sul22,13
495,yjaA12,15
495,arpA19,1
495,mcr64,3
495,stx11581,5
495,aac3II63,2
495,ipaH321,3
495,tetM34,3
495,bfpF56,1
495,astA13,1
496,invE132,98
496,dfrA369,338
496,dfrA15,3696
496,qnrB7,463
496,dfrA243,307
496,aph6I29,267
496,dfrA58,87
496,mcr28,138
496,ipaH921,106
496,tetA13,41
496,eltA73,12
496,sul336,49
496,sul15,65
496,gadph195,9
496,trpA354,10
496,stx11581,3
496,tetB43,15
496,bfpA82,86
496,stx23291,7
496,ant2Ia1,27
496,eae6271,22
496,chuA24,15
496,ipaH321,3
496,yjaA12,9
496,dfrA1,8
496,sul22,15
496,stx1301,12
496,mcr64,3
496,stx2181,3
496,uidA616,7
496,aaiC47,2
496,aac6I6,1
496,aac3VI23,9
496,astA13,2
496,mphA18,2
496,tetM34,1
496,Tsp19,1
496,aadA57,3
496,aggR11,1
497,dfrA15,3801
497,dfrA58,85
497,dfrA369,363
497,ant2Ia1,20
497,sul22,14
497,bfpA82,92
497,qnrB7,485
497,sul336,46
497,dfrA243,273
497,ipaH921,97
497,aph6I29,295
497,uidA616,9
497,mcr28,136
497,stx1301,26
497,tetA13,33
497,chuA24,19
497,sul15,44
497,invE132,94
497,yjaA12,8
497,aadA1,3
497,mphA18,3
497,eltA73,14
497,tetB43,14
497,eae6271,21
497,stx23291,7
497,aac3VI23,14
497,aac6I123,1
497,Tsp19,1
497,dfrA1,8
497,aadA57,2
497,trpA354,15
497,gadph195,5
497,stx2181,1
497,aap223,1
497,aaiC17,1
497,ermB1,1
497,qnrB35,1
497,eltA4510,1
497,aac6I6,1
497,stx11581,1
497,tetM34,1
497,ipaH321,1
498,dfrA15,2037
498,dfrA58,50
498,dfrA243,183
498,qnrB7,222
498,dfrA369,234
498,aph6I29,126
498,invE132,54
498,bfpA82,66
498,eae6271,15
498,sul15,24
498,stx1301,21
498,ant2Ia1,17
498,ipaH921,32
498,sul336,32
498,mcr28,102
498,tetA13,30
498,aadA57,4
498,gadph195,4
498,sul22,10
498,stx23291,3
498,chuA24,13
498,tetB43,11
498,uidA616,4
498,ipaH321,2
498,aac3VI23,9
498,aadA1,2
498,trpA354,2
498,yjaA12,3
498,dfrA1,5
498,aac6I6,2
498,mcr64,1
498,aggR11,2
498,astA13,1
498,aadA21,1
498,eltA73,3
498,stx11581,1
499,dfrA15,2782
499,mphA18,2
499,bfpA82,69
499,qnrB7,376
499,dfrA58,71
499,invE132,56
499,dfrA243,221
499,ipaH921,52
499,sul15,38
499,dfrA369,264
499,chuA24,16
499,mcr28,103
499,aph6I29,195
499,aac3VI23,7
499,eae6271,14
499,tetA13,37
499,sul336,38
499,ant2Ia1,26
499,yjaA12,14
499,tetB43,10
499,sul22,14
499,eltA73,4
499,aac3II63,1
499,stx23291,3
499,stx1301,19
499,gadph195,5
499,mcr64,5
499,dfrA1,6
499,stx11581,1
499,astA13,2
499,trpA354,8
499,stx2181,2
499,ipaH321,3
499,eltA4510,1
499,aap223,1
499,aaiC47,1
499,eae111,1
499,aadA57,3
499,Tsp19,2
499,uidA616,2
499,aadA1,1
500,aph6I29,324
500,dfrA15,4350
500,mcr28,176
500,dfrA369,435
500,qnrB7,579
500,ipaH921,113
500,invE132,125
500,dfrA58,108
500,dfrA243,321
500,sul336,44
500,bfpA82,119
500,sul15,73
500,stx2181,6
500,yjaA12,19
500,stx1301,36
500,estIa94,1
500,stx23291,7
500,ant2Ia1,41
500,sul22,16
500,tetA13,60
500,Tsp19,5
500,trpA354,20
500,eae6271,31
500,tetB43,16
500,eltA73,9
500,dfrA1,12
500,gadph195,8
500,ipaH321,8
500,uidA616,11
500,aadA57,6
500,stx11581,4
500,eae111,5
500,mcr64,1
500,chuA24,14
500,aaiC17,2
500,aadA1,1
500,aac3VI23,6
500,mphA18,1
500,aac6I6,3
500,tetM34,1
501,aadA57,4
501,dfrA15,4789
501,dfrA58,129
501,eltA73,9
501,bfpA82,156
501,dfrA243,370
501,qnrB7,609
501,aph6I29,359
501,sul336,63
501,mcr28,208
501,chuA24,18
501,ant2Ia1,31
501,sul15,70
501,tetB43,25
501,dfrA369,480
501,tetA13,60
501,eae6271,30
501,aggR11,1
501,invE132,110
501,ipaH921,133
501,stx1301,25
501,sul22,15
501,stx11581,4
501,dfrA1,9
501,gadph195,12
501,aaiC17,2
501,yjaA12,18
501,aac3VI23,12
501,stx23291,12
501,trpA354,12
501,stx2181,2
501,aac6I6,1
501,ipaH321,5
501,uidA616,3
501,astA13,2
501,aac3II63,1
501,mphA18,2
501,mcr64,4
501,aatA22,1
501,estIa94,1
501,Tsp19,3
501,eae111,1
501,eltA4510,1
501,tetM34,3
501,aadA1,1
501,aaiC47,1
502,dfrA243,410
502,aph6I29,376
502,dfrA15,5487
502,dfrA58,125
502,ipaH921,146
502,dfrA369,573
502,qnrB7,723
502,invE132,159
502,mcr28,253
502,ant2Ia1,52
502,bfpA82,160
502,sul336,63
502,sul15,86
502,stx23291,9
502,aac6I6,5
502,sul22,16
502,aadA57,3
502,tetB43,25
502,eltA73,13
502,stx1301,31
502,trpA354,14
502,tetA13,43
502,ipaH321,4
502,chuA24,28
502,yjaA12,15
502,aac3VI23,17
502,eae6271,34
502,Tsp19,4
502,uidA616,7
502,arpA19,1
502,dfrA1,6
502,stx11581,1
502,stx2181,4
502,mcr64,3
502,aadA1,2
502,gadph195,5
502,aadA21,1
502,tetM34,2
502,aaiC17,1
502,mphA18,2
502,aggR11,1
503,qnrB7,2943
503,dfrA15,30913
503,dfrA243,2097
503,aadA57,11
503,yjaA12,118
503,dfrA58,404
503,aph6I29,1155
503,invE132,1176
503,dfrA369,5367
503,ipaH921,561
503,mphA18,10
503,stx1301,241
503,gadph195,71
503,eltA73,62
503,bfpA82,934
503,sul15,295
503,mcr28,2065
503,sul22,144
503,tetA13,121
503,trpA354,99
503,eae6271,315
503,tetB43,103
503,chuA24,84
503,sul336,441
503,ant2Ia1,162
503,stx23291,51
503,dfrA1,108
503,stx2181,13
503,ipaH321,17
503,aac3VI23,23
503,uidA616,21
503,tetM34,13
503,aaiC17,6
503,Tsp19,13
503,mcr64,44
503,aac6I6,15
503,estIa94,1
503,eae111,8
503,aac6I123,8
503,ermB1,4
503,qnrS1,5
503,aadA1,8
503,stx11581,26
503,astA13,4
503,aadA21,5
503,bfpF56,2
503,aac3II63,1
503,eltB2318,2
503,estIa1515,2
503,arpA19,5
503,eltA4510,1
503,aggR11,9
503,aaiC47,5
503,qnrB35,1
503,eltB12,1
503,aafA83,1
503,intI125,1
503,bfpF105,1
503,aap223,1
504,aadA57,13
504,aph6I29,891
504,dfrA15,26527
504,dfrA243,1919
504,qnrB7,2240
504,stx23291,40
504,dfrA58,351
504,dfrA369,4658
504,bfpA82,726
504,invE132,969
504,chuA24,84
504,tetA13,96
504,stx1301,209
504,gadph195,59
504,aadA1,7
504,mcr28,1753
504,tetB43,96
504,ipaH921,554
504,stx2181,13
504,ant2Ia1,132
504,dfrA1,73
504,yjaA12,118
504,uidA616,32
504,sul15,223
504,aac3VI23,18
504,sul336,358
504,eae6271,276
504,eae111,12
504,Tsp19,13
504,stx11581,24
504,eltA73,62
504,aadA21,4
504,trpA354,68
504,sul22,117
504,mphA18,7
504,mcr64,41
504,bfpF56,1
504,tetM34,9
504,aac6I6,18
504,aaiC17,10
504,eltA4510,4
504,aggR11,16
504,ipaH321,8
504,aaiC47,9
504,aatA12314,1
504,arpA19,2
504,aap223,1
504,eltB2318,1
504,aac6I123,1
504,astA13,1
505,dfrA15,3518
505,dfrA369,355
505,ipaH921,92
505,qnrB7,447
505,aph6I29,256
505,sul15,50
505,bfpA82,107
505,dfrA243,282
505,eae6271,25
505,stx1301,16
505,invE132,98
505,sul22,11
505,ant2Ia1,29
505,aac3VI23,9
505,sul336,44
505,bfpF56,1
505,aap223,1
505,mcr28,148
505,chuA24,15
505,dfrA58,84
505,aadA21,1
505,tetB43,10
505,stx11581,3
505,tetA13,39
505,eltA73,7
505,uidA616,4
505,tetM34,2
505,astA13,2
505,trpA354,14
505,stx23291,5
505,dfrA1,8
505,mcr64,3
505,eae111,1
505,aadA57,2
505,gadph195,11
505,aggR11,1
505,yjaA12,9
505,bfpF105,1
505,aaiC17,2
505,stx2181,1
505,ipaH321,2
505,aph3386,1
505,Tsp19,1
506,dfrA15,5306
506,dfrA243,393
506,dfrA369,498
506,aph6I29,401
506,invE132,114
506,qnrB7,722
506,stx1301,38
506,ipaH921,127
506,trpA354,17
506,mcr28,213
506,stx23291,3
506,bfpA82,156
506,yjaA12,18
506,tetB43,23
506,dfrA58,104
506,eae6271,40
506,aaiC17,2
506,sul15,79
506,uidA616,9
506,tetA13,68
506,sul336,68
506,aac3VI23,17
506,sul22,16
506,aac3II63,1
506,ant2Ia1,30
506,gadph195,10
506,stx11581,5
506,aadA57,7
506,mcr64,6
506,Tsp19,4
506,eae111,3
506,eltA73,13
506,aaiC47,1
506,chuA24,11
506,dfrA1,9
506,aadA1,1
506,tetM34,1
506,astA13,3
506,eltB12,1
506,mphA18,2
506,aap223,1
506,ipaH321,3
506,intI125,1
506,arpA19,1
506,aggR11,1
506,qnrS1,1
506,aatA22,1
506,aac6I6,1
507,dfrA15,6056
507,mcr28,234
507,bfpA82,157
507,qnrB7,780
507,trpA354,21
507,tetA13,65
507,dfrA243,463
507,aph6I29,437
507,eae6271,50
507,dfrA369,538
507,aadA57,5
507,invE132,128
507,gadph195,9
507,sul15,87
507,sul336,63
507,mphA18,3
507,chuA24,27
507,dfrA58,142
507,ipaH921,152
507,tetB43,16
507,dfrA1,12
507,mcr64,6
507,eltA73,11
507,stx1301,40
507,ant2Ia1,43
507,eae111,5
507,uidA616,7
507,yjaA12,14
507,stx23291,10
507,aac3VI23,14
507,aac3II63,2
507,aaiC17,1
507,estIa94,1
507,aac6I6,4
507,sul22,13
507,Tsp19,3
507,astA13,1
507,aggR11,2
507,ipaH321,1
507,qnrS1,1
507,aadA1,1
507,stx2181,1
508,dfrA15,6770
508,aph6I29,511
508,qnrB7,889
508,invE132,187
508,dfrA369,642
508,ipaH921,185
508,aadA57,6
508,dfrA243,532
508,mcr28,318
508,mcr64,5
508,dfrA58,169
508,bfpA82,187
508,tetA13,83
508,sul336,70
508,stx1301,42
508,sul15,101
508,yjaA12,22
508,aac3VI23,16
508,sul22,17
508,trpA354,24
508,eae6271,40
508,ant2Ia1,41
508,chuA24,15
508,aap223,2
508,uidA616,17
508,gadph195,18
508,stx23291,11
508,stx11581,3
508,eltA73,12
508,tetM34,3
508,stx2181,3
508,qnrS1,1
508,ermB1,1
508,eltB12,1
508,tetB43,25
508,astA13,5
508,ipaH321,4
508,mphA18,3
508,aadA1,2
508,estIa94,1
508,Tsp19,4
508,dfrA1,11
508,aac6I6,6
508,eae111,2
508,aac6I123,1
509,dfrA243,462
509,bfpA82,169
509,dfrA15,6349
509,mcr28,276
509,qnrB7,861
509,dfrA369,616
509,dfrA58,143
509,aph6I29,427
509,invE132,174
509,ipaH921,154
509,tetA13,82
509,aadA57,8
509,aac3VI23,17
509,trpA354,17
509,stx1301,44
509,eltA73,18
509,yjaA12,19
509,tetB43,25
509,sul15,105
509,ant2Ia1,54
509,gadph195,13
509,mcr64,10
509,eae6271,37
509,chuA24,18
509,Tsp19,10
509,sul336,76
509,sul22,22
509,stx23291,10
509,uidA616,11
509,eltA4510,1
509,ipaH321,7
509,aadA1,5
509,aac6I6,2
509,dfrA1,7
509,astA13,4
509,tetM34,2
509,stx2181,2
509,stx11581,4
509,qnrS1,1
509,aac3II63,1
509,aafA83,1
509,aggR11,1
509,mphA18,2
509,arpA19,1
509,aph3386,1
510,aadA57,10
510,qnrB7,2413
510,dfrA15,22074
510,ipaH921,515
510,dfrA243,1648
510,aph6I29,896
510,bfpA82,708
510,sul15,261
510,dfrA58,367
510,mcr28,1267
510,dfrA369,3070
510,yjaA12,102
510,sul336,326
510,stx23291,40
510,stx1301,199
510,invE132,763
510,tetA13,102
510,chuA24,61
510,trpA354,59
510,dfrA1,58
510,eae6271,203
510,ant2Ia1,124
510,tetB43,117
510,sul22,112
510,gadph195,55
510,eltA73,57
510,Tsp19,12
510,mcr64,32
510,uidA616,33
510,mphA18,8
510,stx2181,15
510,aap223,1
510,aatA12314,1
510,astA13,6
510,stx11581,21
510,aaiC17,4
510,aac3VI23,23
510,tetM34,6
510,aadA1,4
510,eltA4510,3
510,eae111,12
510,aadA21,5
510,aaiC47,3
510,aac3II63,3
510,aac6I123,1
510,aggR11,2
510,ipaH321,4
510,aac6I6,6
510,qnrS1,1
510,bfpF105,1
510,arpA19,1
511,qnrB7,800
511,dfrA369,655
511,dfrA15,5678
511,mcr28,273
511,aph6I29,375
511,ipaH921,137
511,aadA57,6
511,bfpA82,174
511,sul15,62
511,stx1301,45
511,sul336,73
511,dfrA58,128
511,dfrA243,407
511,stx23291,10
511,gadph195,15
511,tetA13,77
511,invE132,153
511,tetB43,17
511,mcr64,5
511,trpA354,23
511,eae6271,34
511,sul22,19
511,yjaA12,22
511,eltA73,6
511,dfrA1,16
511,ant2Ia1,34
511,chuA24,15
511,aac6I6,1
511,aadA21,1
511,mphA18,7
511,stx11581,2
511,aac3VI23,12
511,uidA616,10
511,aaiC17,2
511,Tsp19,2
511,eae111,3
511,aadA1,1
511,aap223,2
511,tetM34,2
511,stx2181,1
511,astA13,1
511,ipaH321,2
511,arpA19,1
511,bfpF56,2
512,aadA57,20
512,aph6I29,1220
512,dfrA15,32434
512,bfpA82,957
512,gadph195,74
512,dfrA243,2198
512,yjaA12,120
512,ipaH921,691
512,qnrB7,3017
512,dfrA58,443
512,mcr28,2103
512,aac3VI23,31
512,chuA24,89
512,dfrA369,5253
512,sul22,155
512,ant2Ia1,173
512,stx1301,247
512,trpA354,100
512,sul336,457
512,invE132,1249
512,sul15,305
512,tetB43,139
512,eae111,16
512,tetA13,140
512,uidA616,39
512,eae6271,336
512,aac6I6,13
512,stx2181,19
512,dfrA1,111
512,ipaH321,15
512,stx23291,54
512,stx11581,24
512,eltA73,72
512,mphA18,14
512,mcr64,60
512,estIa94,5
512,ermB1,4
512,aaiC17,14
512,Tsp19,13
512,astA13,9
512,aadA1,10
512,arpA19,4
512,tetM34,13
512,bfpF56,1
512,eltB12,3
512,aaiC47,4
512,aggR11,10
512,eltB2318,1
512,aadA21,2
512,aatA12314,2
512,qnrS1,1
512,aac6I123,3
512,aac3II63,1
513,dfrA15,5612
513,dfrA369,539
513,dfrA243,423
513,qnrB7,764
513,sul15,84
513,eltA73,17
513,mcr28,235
513,aph6I29,403
513,sul22,17
513,ipaH921,136
513,dfrA58,125
513,aadA57,3
513,sul336,99
513,bfpA82,157
513,invE132,149
513,uidA616,8
513,aac3VI23,18
513,eae111,2
513,dfrA1,14
513,stx1301,29
513,tetA13,74
513,chuA24,22
513,trpA354,9
513,yjaA12,29
513,tetM34,3
513,ant2Ia1,41
513,gadph195,17
513,eae6271,44
513,tetB43,23
513,astA13,3
513,stx23291,9
513,stx11581,5
513,arpA19,2
513,Tsp19,3
513,mcr64,5
513,aggR11,2
513,aaiC47,1
513,stx2181,2
513,bfpF56,1
513,mphA18,2
513,ipaH321,1
514,dfrA369,481
514,dfrA15,4691
514,sul336,71
514,ipaH921,107
514,mcr28,193
514,aph6I29,321
514,qnrB7,577
514,bfpA82,116
514,dfrA243,341
514,invE132,133
514,eae6271,29
514,tetA13,49
514,aac3VI23,11
514,dfrA58,100
514,uidA616,4
514,trpA354,14
514,yjaA12,17
514,sul22,16
514,ant2Ia1,27
514,ipaH321,3
514,sul15,50
514,aadA1,1
514,eltB12,1
514,chuA24,16
514,gadph195,9
514,stx1301,34
514,eltA73,8
514,astA13,1
514,mphA18,3
514,aggR11,1
514,dfrA1,9
514,aaiC47,1
514,stx23291,7
514,tetM34,3
514,tetB43,13
514,aap223,1
514,aac6I6,2
514,stx11581,2
514,aadA57,5
514,mcr64,7
514,stx2181,1
514,aaiC17,2
514,Tsp19,2
514,aadA21,1
515,aph6I29,446
515,dfrA15,6602
515,dfrA369,636
515,bfpA82,183
515,mcr28,282
515,qnrB7,841
515,ipaH921,167
515,tetB43,28
515,sul336,77
515,eae6271,41
515,dfrA243,482
515,tetA13,89
515,sul15,116
515,dfrA58,148
515,invE132,162
515,chuA24,28
515,gadph195,18
515,ant2Ia1,61
515,uidA616,9
515,stx1301,45
515,aac3VI23,16
515,sul22,17
515,eltA73,11
515,ipaH321,6
515,dfrA1,10
515,stx23291,11
515,mcr64,9
515,trpA354,15
515,yjaA12,20
515,aac6I6,6
515,stx11581,5
515,stx2181,4
515,astA13,4
515,aadA57,4
515,tetM34,3
515,aggR11,1
515,estIa1515,1
515,aadA1,2
515,aaiC17,1
515,Tsp19,2
515,aac3II63,1
516,dfrA15,8730
516,aph6I29,538
516,sul336,105
516,dfrA243,646
516,aadA57,4
516,dfrA58,164
516,qnrB7,1043
516,tetA13,95
516,ipaH921,244
516,dfrA369,820
516,invE132,240
516,bfpA82,238
516,mcr28,392
516,sul15,106
516,eae6271,72
516,yjaA12,38
516,stx1301,45
516,trpA354,33
516,stx2181,4
516,ant2Ia1,72
516,uidA616,10
516,gadph195,14
516,chuA24,30
516,ermB1,1
516,tetB43,21
516,mphA18,3
516,ipaH321,8
516,eltA73,20
516,stx23291,7
516,sul22,22
516,aac3VI23,19
516,aac6I6,6
516,bfpF56,2
516,dfrA1,15
516,Tsp19,5
516,astA13,2
516,eae111,4
516,aaiC47,2
516,stx11581,6
516,aggR11,2
516,mcr64,3
516,tetM34,4
516,aadA1,3
516,aatA12314,1
516,aap223,1
516,qnrS1,1
517,bfpA82,156
517,dfrA15,4751
517,mcr28,210
517,chuA24,22
517,dfrA243,358
517,sul22,19
517,dfrA369,447
517,aph6I29,354
517,ant2Ia1,41
517,qnrB7,573
517,invE132,111
517,stx1301,35
517,dfrA58,98
517,Tsp19,2
517,sul15,64
517,ipaH921,115
517,tetA13,50
517,tetB43,24
517,ipaH321,3
517,dfrA1,11
517,sul336,70
517,eltA73,14
517,trpA354,11
517,aac3VI23,8
517,eae6271,42
517,yjaA12,14
517,mphA18,3
517,aadA57,2
517,eltB12,1
517,mcr64,2
517,aaiC17,2
517,aadA21,1
517,gadph195,12
517,astA13,2
517,aac6I6,3
517,aac6I123,1
517,stx11581,1
517,tetM34,1
517,uidA616,4
517,stx23291,2
517,stx2181,1
517,qnrS1,1
518,aph6I29,249
518,bfpA82,128
518,dfrA15,4162
518,mcr28,172
518,dfrA243,307
518,ipaH921,87
518,qnrB7,477
518,sul336,59
518,tetA13,42
518,dfrA58,75
518,dfrA369,406
518,invE132,122
518,yjaA12,16
518,aac6I6,2
518,mcr64,4
518,eltA73,11
518,dfrA1,6
518,aadA57,4
518,eae111,2
518,sul15,55
518,eae6271,32
518,tetB43,14
518,gadph195,16
518,stx2181,1
518,trpA354,14
518,ant2Ia1,23
518,aggR11,2
518,chuA24,18
518,stx1301,21
518,sul22,16
518,uidA616,9
518,stx11581,6
518,aac3VI23,12
518,stx23291,4
518,mphA18,1
518,tetM34,1
518,aadA1,1
518,ipaH321,2
518,Tsp19,1
518,aadA21,1
518,qnrB35,1
519,dfrA15,5718
519,bfpA82,168
519,dfrA369,465
519,sul22,18
519,dfrA58,134
519,dfrA243,404
519,aadA57,5
519,aph6I29,423
519,qnrB7,738
519,tetB43,9
519,sul15,90
519,ipaH921,160
519,mcr28,223
519,invE132,161
519,mphA18,3
519,aac3VI23,25
519,ant2Ia1,38
519,eltA73,10
519,aac6I6,4
519,tetA13,58
519,yjaA12,15
